['ил', 308]
['бекіличибушагу', 1]
['тиладирикіуси', 1]
['кьабулхіеркулира', 1]
['ціаххіебилзули', 1]
['виасра', 1]
['ретіили', 1]
['хіерашахъес', 1]
['инжитхіейэс', 1]
['бирис', 1]
['хіярамзада', 1]
['сейкіулил', 1]
['бикьулраяв', 1]
['чеббикіибти', 1]
['дугелира', 1]
['хіерелира', 1]
['булгути', 1]
['икьала', 1]
['хіейэсара', 1]
['кьанхіебирахъугу', 1]
['къалабасили', 1]
['бархьсили', 1]
['баргесара', 1]
['бурчанна', 1]
['бунагьагартази', 1]
['халбирутас', 1]
['тіашкайзурли', 1]
['тамяхікартачи', 1]
['къалптачи', 1]
['къехібадешлизи', 1]
['ахъибтачи', 1]
['бурчайчира', 1]
['мешули', 1]
['хіейънилис', 1]
['жумягіли', 1]
['кіийна', 1]
['дубурцулра', 1]
['тіалаббарибсила', 1]
['закатлис', 1]
['бедлугулра', 1]
['кайзурси', 1]
['бурчанни', 1]
['хіерэсалра', 1]
['хіейрулри', 1]
['михъирлизи', 1]
['хункіра', 1]
['бунагькарси', 1]
['виаслира', 1]
['таманбарили', 1]
['маркайубли', 1]
['халаиран', 1]
['балтеная', 1]
['гачикахъес', 1]
['бихулри', 1]
['къадагъабирулри', 1]
['батирая', 1]
['диргаламадулхъадая', 1]
['илдигъунтас', 1]
['дурхіяливан', 1]
['кьабулхіебарибсилис', 1]
['хіебиркур', 1]
['хіякимли', 1]
['баришал', 1]
['цайли', 1]
['далулри', 1]
['мабулъад', 1]
['камаршид', 1]
['хъулкидеш', 1]
['къянати', 1]
['неш-дудешла', 1]
['дурхіяхіейчирадал', 1]
['дузахъулра', 1]
['лебсигъуна', 1]
['бицану', 1]
['вакіи', 1]
['левгіевал', 1]
['марайиуб', 1]
['марайиъни', 1]
['хіерагу', 1]
['вегілис', 1]
['къияннил', 1]
['давлачевсилис', 1]
['аціесичиб', 1]
['валрилис', 1]
['буребала', 1]
['тіярхъилабад', 1]
['бетаціес', 1]
['гьамадли', 1]
['бириб', 1]
['бакьибтани', 1]
['верцес', 1]
['ахърихіебикіуси', 1]
['лебсигъунара', 1]
['бархькабатурли', 1]
['дакіира', 1]
['вегіси', 1]
['бархьбатурси', 1]
['гіурла', 1]
['бебкіаличила', 1]
['аркьулра', 1]
['жузази', 1]
['делкіунти', 1]
['аллагьагартази', 1]
['къугъни', 1]
['диру', 1]
['валтіа', 1]
['тубикіар', 1]
['миціиркайрар', 1]
['бархтани', 1]
['якьинхіебиуб', 1]
['селичила', 1]
['гъайикіулил', 1]
['тиладибируси', 1]
['мякьлабад', 1]
['лехіахъахъес', 1]
['гьатіилра', 1]
['тіамара', 1]
['каили', 1]
['вявикіесяхіиб', 1]
['тіашизурли', 1]
['кахъес', 1]
['кибхіели', 1]
['чебианиэс', 1]
['чебианкайруд', 1]
['сагъкайахъубри', 1]
['чебианкайуб', 1]
['чебаибти', 1]
['закхейла', 1]
['ерихонна', 1]
['кьакьурбикадикили', 1]
['хіерирусири', 1]
['алаша', 1]
['виъхіейуб', 1]
['гьалаухъи', 1]
['галгаличи', 1]
['шалгіевулхъуси', 1]
['лагбяхіра', 1]
['каціи', 1]
['хьуравиэс', 1]
['гіягінисира', 1]
['каціили', 1]
['хъутурбикіутири', 1]
['итгъуна', 1]
['хьуракайубгу', 1]
['чейсулра', 1]
['чизибад-биалра', 1]
['авнали', 1]
['чарра', 1]
['кабирис', 1]
['баргесра', 1]
['берцахъесра', 1]
['къурушличила', 1]
['бакьибтази', 1]
['ярусалимличи', 1]
['сабаилри', 1]
['цацабехілис', 1]
['детиулра', 1]
['гьанбиркулри', 1]
['хіяким', 1]
['аркьулри', 1]
['пачадешла', 1]
['кабизахъурли', 1]
['мургьила', 1]
['къурушра', 1]
['чариайчи', 1]
['бакіесли', 1]
['харждарая', 1]
['гьимилири', 1]
['пачадешра', 1]
['дикахъили', 1]
['дедибти', 1]
['тіалаббарахъес', 1]
['хьарбаэс', 1]
['гьей', 1]
['багьадур', 1]
['кіиэсил', 1]
['явлухъла', 1]
['бихіира', 1]
['кайсуси', 1]
['хіебегіунси', 1]
['иршуси', 1]
['хіегіив', 1]
['урухиубра', 1]
['танбихіра', 1]
['белгикабарири', 1]
['сайнира', 1]
['кайсан', 1]
['хіедегіунти', 1]
['иршан', 1]
['бузахъес', 1]
['хайрилра', 1]
['бикишигу', 1]
['кумекчибази', 1]
['итизибад', 1]
['лерсилис', 1]
['италакіун', 1]
['хіебедалра', 1]
['тер', 1]
['лебсира', 1]
['кебасили', 1]
['дирниличи', 1]
['къаршити', 1]
['кабушая', 1]
['гьайбатли', 1]
['бухінаахъни', 1]
['хьарличирти', 1]
['вифагия', 1]
['вифания', 1]
['шимачи', 1]
['гъамихіи', 1]
['ветиэсяхіибхіели', 1]
['бяхічиси', 1]
['мурдахіейибси', 1]
['гьаялизи', 1]
['чебиидая', 1]
['гьаялизибад', 1]
['кая', 1]
['хьарбаалли', 1]
['ирзухіели', 1]
['чедушили', 1]
['мурдайахъиб', 1]
['ватихьибхіели', 1]
['удуршутири', 1]
['кайціуси', 1]
['катхіейчи', 1]
['дезабикіесбииб', 1]
['шадси', 1]
['уличил', 1]
['пачара', 1]
['зубрас', 1]
['чебяхідеш', 1]
['дираб', 1]
['хіебикіахъес', 1]
['чехіесиб', 1]
['лехіахъалли', 1]
['къаркъуби', 1]
['вявдикіесдирхіур', 1]
['ярусалимличила', 1]
['деці-биса', 1]
['кьадарбируси', 1]
['кьисматличи', 1]
['ишбархіила', 1]
['даршудешличи', 1]
['чебаадлири', 1]
['чебаэсливан', 1]
['душманта', 1]
['сангурти', 1]
['тіашдалтути', 1]
['шалубачибад', 1]
['алавбурцути', 1]
['кьакьабакіахъибти', 1]
['маслигіятбируси', 1]
['берцнилис', 1]
['къулайсили', 1]
['хіебагьни', 1]
['багьанданцун', 1]
['къирдарили', 1]
['детихъахъурая', 1]
['кахіевлан', 1]
['вачар-чакарлизи', 1]
['ахъибти', 1]
['хъулибад', 1]
['дурабяхъни', 1]
['бирцанти', 1]
['исанти', 1]
['дурабуршес', 1]
['жузлизи', 1]
['балгала', 1]
['къачагъунала', 1]
['къушличи', 1]
['шуркабатурлирая', 1]
['халалгъунтасра', 1]
['ветахъахъес', 1]
['бирусилра', 1]
['хіебалулри', 1]
['ари-ихтиярличила', 1]
['угьуси', 1]
['кабизур', 1]
['ихтиярличил', 1]
['дирусири', 1]
['хьарбиисну', 1]
['набзира', 1]
['бизахъни', 1]
['барахъибсири', 1]
['барахъибсив', 1]
['адамлив', 1]
['жалбухъун', 1]
['хьарбиу', 1]
['дирххіеуррая', 1]
['хіятта', 1]
['виъниличи', 1]
['бирхаъни', 1]
['багьанданра', 1]
['къаркъубаудурцура', 1]
['хіебалехіе', 1]
['ариличи', 1]
['хъарахъили', 1]
['дирулрал', 1]
['хіебурис', 1]
['гьимикар', 1]
['дашахъантачила', 1]
['тіутіира', 1]
['удатурли', 1]
['анхъличи', 1]
['хіерудибирахъес', 1]
['вахъхіилис', 1]
['дилкьуси', 1]
['сасахъес', 1]
['ціахварили', 1]
['дяхъурбаркарили', 1]
['лайвакіиб', 1]
['урхьис', 1]
['илигіибалра', 1]
['урузбиэс', 1]
['анхъчиба', 1]
['пикрибариб', 1]
['букьурла', 1]
['дегікайрехіе', 1]
['кавшиб', 1]
['бирув', 1]
['анхъчибира', 1]
['анхъра', 1]
['цархіилтази', 1]
['лехіахъибтани', 1]
['илгъунара', 1]
['кьадармабараб', 1]
['чекайзурли', 1]
['лац', 1]
['лушантани', 1]
['хіейгибарибси', 1]
['къаркъара', 1]
['хъинжлизиб', 1]
['хіяжатсили', 1]
['белкіунсила', 1]
['чегибсира', 1]
['къардиубли', 1]
['кайкили', 1]
['тіутіуирар', 1]
['кабикибси', 1]
['піянчікайу', 1]
['биъниличи', 1]
['шакбикили', 1]
['хіерудибирес', 1]
['хіялалтази', 1]
['буйгіути', 1]
['васвасиэсигъуна', 1]
['кабилзахъути', 1]
['бикьрумили', 1]
['хіякимла', 1]
['ведили', 1]
['диван', 1]
['кьасбариб', 1]
['суравбухъун', 1]
['гіяхіулахіейрули', 1]
['балулрану', 1]
['бедлугес', 1]
['нушачиб', 1]
['чебсив', 1]
['суалла', 1]
['мягіналичи', 1]
['шакикили', 1]
['динарий', 1]
['чебаахъая', 1]
['илизир', 1]
['суратра', 1]
['дурибтазибад', 1]
['кьасанас', 1]
['пайдабиэсигъуна', 1]
['хіебиубли', 1]
['жавабтачи', 1]
['лехікахъиб', 1]
['магьарличила', 1]
['зубрачила', 1]
['саддукейтала', 1]
['саддукейли', 1]
['миціирбирниличи', 1]
['бирхарути', 1]
['кариибси', 1]
['сунезибад', 1]
['вебкіалли', 1]
['кариаб', 1]
['узис', 1]
['абикьаб', 1]
['сунезивад', 1]
['кіиэсиллира', 1]
['бебкіили', 1]
['миціирбиубхіели', 1]
['риэсара', 1]
['узичир', 1]
['риалли', 1]
['хіербирутани', 1]
['кабиръу', 1]
['арбашар', 1]
['абизес', 1]
['дунъялизибра', 1]
['хіеркабирес', 1]
['лайикьтази', 1]
['халбарибтани', 1]
['кахіебиръу', 1]
['шери', 1]
['архіякьян', 1]
['бебкіесра', 1]
['малаикунигъунтили', 1]
['хіяблабадли', 1]
['ахъбуцибти', 1]
['абилзни', 1]
['мусанира', 1]
['алкунси', 1]
['гіелабикибси', 1]
['муръухьла', 1]
['кьадаличила', 1]
['хабарлизиб', 1]
['ибрагьимлара', 1]
['гіисакьлара', 1]
['якьублара', 1]
['алхунтас', 1]
['миціиртас', 1]
['миціирти', 1]
['суалбикіес', 1]
['бурири', 1]
['суаликіес', 1]
['валхіейзур', 1]
['бикіутив', 1]
['тулкнала', 1]
['жузлизив', 1]
['багьарбиахъайчи', 1]
['гіялимтачил', 1]
['духъяна', 1]
['челгьесра', 1]
['майдунтачиб', 1]
['киласабазибра', 1]
['шадлихъла', 1]
['сяхібатуначибра', 1]
['кабиресра', 1]
['хьунрала', 1]
['бугуси', 1]
['чебаълис', 1]
['духъяндитіахъи', 1]
['балгнира', 1]
['дучіути', 1]
['чекайсу', 1]
['гап', 1]
['тіакьала', 1]
['савгъатуни', 1]
['кадирхьути', 1]
['дубсила', 1]
['кадирхьуси', 1]
['гамъара', 1]
['чераиб', 1]
['цархіилтачир', 1]
['кадихьиб', 1]
['савгъатлис', 1]
['имціабухъ', 1]
['иткьяйда', 1]
['мискинси', 1]
['яшавлис', 1]
['хіяжатсира', 1]
['тіутіу-кьякьябирниличила', 1]
['хъайчила', 1]
['кадихьибти', 1]
['къаркъубала', 1]
['баршес', 1]
['хибти', 1]
['ваяхіла', 1]
['жагадешличила', 1]
['гъайбикіули', 1]
['тіутіу-кьякьядирар', 1]
['кахіелунти', 1]
['дакіубиэсара', 1]
['диргіяхіейэс', 1]
['башутира', 1]
['армякьядая', 1]
['дургъбачилара', 1]
['пунтчидешличилара', 1]
['бакьибхіели', 1]
['уркімадулхъадая', 1]
['диэс', 1]
['гьачамлис', 1]
['пачалихъличи', 1]
['пачалихъ', 1]
['ахъдирар', 1]
['чинаралра', 1]
['мерсра', 1]
['далкьан', 1]
['диркур', 1]
['зубрачирад', 1]
['кахти', 1]
['гіязабдуркіурая', 1]
['гіелабадкабиркули', 1]
['паргъатдеш', 1]
['танбихібиру', 1]
['духінайурая', 1]
['пачналара', 1]
['хіушазирад', 1]
['бикьридешдаресра', 1]
['умудиэс', 1]
['гьалакдиубли', 1]
['пикрумазира', 1]
['майхъудая', 1]
['гъайдикіахъес', 1]
['пагьра', 1]
['къаршикартазивадли', 1]
['цалилра', 1]
['уббяхъес', 1]
['удедес', 1]
['узбани', 1]
['гъамтани', 1]
['юлдашунанира', 1]
['кьасбиру', 1]
['хіушазибад', 1]
['кара', 1]
['гьими-кьяслира', 1]
['бекіличибад', 1]
['гъезалра', 1]
['убяхіхіебиркур', 1]
['сабурла', 1]
['чіумадеш', 1]
['гіяскуртани', 1]
['алавкабуцибси', 1]
['хараббируси', 1]
['иудеялизибти', 1]
['дубуртази', 1]
['бебшаб', 1]
['ярусалимлизибти', 1]
['бархьбатурли', 1]
['арбукьяб', 1]
['дуба-карчіализибти', 1]
['амабаціаб', 1]
['марбирути', 1]
['мусибатла', 1]
['баибтас', 1]
['михъирличивси', 1]
['дурхіяличилти', 1]
['агри-балагьла', 1]
['гьимидухъни', 1]
['бугаси', 1]
['турлизибад', 1]
['ясирбуцили', 1]
['улкнази', 1]
['аллагьагартас', 1]
['сахіебаили', 1]
['берхіиличир', 1]
['бацличир', 1]
['зубартачир', 1]
['анцібукьла', 1]
['ванзаличибти', 1]
['урхьула', 1]
['дургъути', 1]
['рамчанала', 1]
['кахси', 1]
['тіамали', 1]
['урехила', 1]
['ружерилизибуршу', 1]
['балагьлигіиб', 1]
['гьигь', 1]
['къагъбиубли', 1]
['кабиркур', 1]
['пагьличилра', 1]
['машгьурси', 1]
['гъагулличи', 1]
['чейу', 1]
['мардирес', 1]
['дехідихьибхіели', 1]
['къукърира', 1]
['дархьдарили', 1]
['бурги', 1]
['галгубачи', 1]
['кіапіразир', 1]
['дузесдяхіибхіели', 1]
['дуцірум', 1]
['марбирни', 1]
['кьам', 1]
['лебаллил', 1]
['зубрира', 1]
['къел-хіерзи', 1]
['дегъаллира', 1]
['детхіейхъур', 1]
['илбархіи', 1]
['агарсиван', 1]
['хіебиахъес', 1]
['шадлихъуназирад', 1]
['держлукьдешлизирад', 1]
['хъали-яшавла', 1]
['шикьатіализирад', 1]
['гіелумли', 1]
['дуэная', 1]
['ванзаличиб', 1]
['гьанагарсили', 1]
['кьадарти', 1]
['къияндешлумазирад', 1]
['зарал', 1]
['хіебиахъубли', 1]
['баарицад', 1]
['гьунидаэс', 1]
['хіуруціли', 1]
['хіерели', 1]
['угьи', 1]
['буркіи', 1]
['вягізуртачи', 1]
['ягьудала', 1]
['хаиндешла', 1]
['кьасани', 1]
['абиъ-бехіціурала', 1]
['байрам', 1]
['гъамбикіулри', 1]
['агарварес', 1]
['урухкіни', 1]
['кіирализивадли', 1]
['искариот', 1]
['ягьудази', 1]
['бухінаберхур', 1]
['кашишуначил', 1]
['къараултала', 1]
['халалгъунабачил', 1]
['уведеси', 1]
['тяхіярличила', 1]
['вягідалакайуб', 1]
['разибиуб', 1]
['дедесра', 1]
['чесиб', 1]
['кьабулкайкиб', 1]
['уведес', 1]
['бикахъес', 1]
['хіерликайиб', 1]
['бегі', 1]
['гіергъиси', 1]
['гьунибаъни', 1]
['бехіціурала', 1]
['сабаиб', 1]
['мукьарара', 1]
['белгьес', 1]
['бархіехълис', 1]
['чинаб', 1]
['шинна', 1]
['чейидая', 1]
['адаціирая', 1]
['мугіяллимли', 1]
['сабив', 1]
['чедибси', 1]
['царкнира', 1]
['удушибси', 1]
['чебиахъу', 1]
['беркесира', 1]
['даргили', 1]
['хіядурбариб', 1]
['гіязабти', 1]
['дехідихьайчи', 1]
['беркес', 1]
['дигусири', 1]
['хіебукас', 1]
['дунъялизибцун', 1]
['бикалли', 1]
['касиб', 1]
['касая', 1]
['дутіая', 1]
['сабаили', 1]
['хіедужис', 1]
['кьурбанбируси', 1]
['гьаниркахъес', 1]
['хурегла', 1]
['кертіути', 1]
['хіиличил', 1]
['уведлуганна', 1]
['дилайчил', 1]
['кьумурлаб', 1]
['уршилисра', 1]
['уведлугайчира', 1]
['бареси', 1]
['чузивад', 1]
['суалбикіесбяхіиб', 1]
['чузивадли', 1]
['халалгъунази', 1]
['вейгіеси', 1]
['аллагьагартачир', 1]
['пачнани', 1]
['хіякимти', 1]
['гіяхідеш', 1]
['тяхіяр', 1]
['асухіебирар', 1]
['халалгъунсили', 1]
['виштіалгъуна', 1]
['кайибсив', 1]
['къуллукъбирули', 1]
['кайзурсив', 1]
['къуллукъчиван', 1]
['имтихіянти', 1]
['дяхіаирая', 1]
['пешкешбарибси', 1]
['пешкешбирулра', 1]
['дунъялизир', 1]
['кьумурларад', 1]
['дукудая', 1]
['бекідешра', 1]
['диридая', 1]
['сахъли', 1]
['вии', 1]
['хіялумціахъес', 1]
['неглизирадли', 1]
['декіардарахъес', 1]
['илбислис', 1]
['бедибсину', 1]
['вирхни', 1]
['бетмахъаб', 1]
['улгира', 1]
['узбала', 1]
['дебабирен', 1]
['чекасес', 1]
['хіядурлира', 1]
['дархьили', 1]
['селичилра', 1]
['лебрив', 1]
['аги', 1]
['таврара', 1]
['касаб', 1]
['агарсини', 1]
['асаб', 1]
['такьсирчизи', 1]
['халвариб', 1]
['дубурличибси', 1]
['хъайгіивадли', 1]
['гіядатлибиубливан', 1]
['дубурличивяхі', 1]
['вашуйхіи', 1]
['аибхіели', 1]
['хіялумцілалис', 1]
['игьубси', 1]
['гьарахъдешличи', 1]
['тяйдииубли', 1]
['кьукьмусикили', 1]
['улгесяхіиб', 1]
['набчибад', 1]
['чебарбука', 1]
['ният', 1]
['бартааб', 1]
['зубрачивадли', 1]
['уркіичевварес', 1]
['къайгънаиркьусири', 1]
['хіяшкьлавиубли', 1]
['улгусири', 1]
['чяхідикіути', 1]
['майъа', 1]
['кіунтіриван', 1]
['кадиркутири', 1]
['балгаличивад', 1]
['шишимайли', 1]
['бамсахъурли', 1]
['бусули', 1]
['дусутирая', 1]
['айзираяну', 1]
['хіялумціухіели', 1]
['уведиб', 1]
['гьабкьябазив', 1]
['кіирализивад', 1]
['байикес', 1]
['ветухъун', 1]
['байикниличил', 1]
['уведлугуси', 1]
['мякьлабти', 1]
['бетарарал', 1]
['айтіес', 1]
['баилив', 1]
['чегахъили', 1]
['лихіи', 1]
['чеббушиб', 1]
['ватирая', 1]
['лихіиличи', 1]
['арукес', 1]
['къараултазира', 1]
['тямадабазира', 1]
['тіерхьубира', 1]
['дурадухъес', 1]
['сайрав', 1]
['вирира', 1]
['ціябдешла', 1]
['ариличилси', 1]
['гьайварили', 1]
['илдачив', 1]
['байлаб', 1]
['ціара', 1]
['бикьурли', 1]
['ціалис', 1]
['иличира', 1]
['левригу', 1]
['адамлира', 1]
['итдазивад', 1]
['сайригу', 1]
['сягіятцад', 1]
['гіячихъли', 1]
['галилеяланра', 1]
['сейкіулрил', 1]
['белхіун', 1]
['петрличи', 1]
['хіеръиб', 1]
['петрлис', 1]
['кахіелад', 1]
['кьутікьули', 1]
['къугънара', 1]
['бикьутири', 1]
['итутири', 1]
['дигьи', 1]
['хьарбикіутири', 1]
['бяхъибал', 1]
['валтіути', 1]
['дурутири', 1]
['хіяким-тямадаби', 1]
['кашишуни', 1]
['чукурбикибхіели', 1]
['диванханала', 1]
['тіашатур', 1]
['дирххіерудая', 1]
['хьарбааслира', 1]
['хіелугадая', 1]
['ваткахіейура', 1]
['тахличив', 1]
['бурирая', 1]
['сегъунти', 1]
['гіягінитив', 1]
['мухілили', 1]
['дакьирагу', 1]
['пилатла', 1]
['кадизахъес', 1]
['чеббулкіахъули', 1]
['хіебедахъес', 1]
['цараван', 1]
['викіни', 1]
['кабизахъурра', 1]
['жугьутіла', 1]
['буриригу', 1]
['халкьлизира', 1]
['адамличиб', 1]
['иудеякад', 1]
['халкьлизиб', 1]
['алкіахъули', 1]
['галилеялизивад', 1]
['ишара', 1]
['галилеяличила', 1]
['галилеялизивадси', 1]
['арилиубси', 1]
['ванзаличивадси', 1]
['бурхіназив', 1]
['гьирадличи', 1]
['разииуб', 1]
['дуравад', 1]
['анцібукьра', 1]
['чебаахъесгу', 1]
['хьуллири', 1]
['суалти', 1]
['хьардаили', 1]
['суалтас', 1]
['чархіебатур', 1]
['дурни', 1]
['даимбирулри', 1]
['къугънабиркьиб', 1]
['увяхівариб', 1]
['чегьахъурли', 1]
['чарариб', 1]
['цаличи-ца', 1]
['къаршикартили', 1]
['пилатра', 1]
['иудеялантала', 1]
['тіалаб', 1]
['гьирбиран', 1]
['гіяйиблаварили', 1]
['кирая', 1]
['ахтардиварили', 1]
['дурутазибад', 1]
['гіяйиббареси', 1]
['хіебаргира', 1]
['гьирадлира', 1]
['кавшеси', 1]
['лайикьсили', 1]
['багьана', 1]
['ваткайис', 1]
['азадвара', 1]
['пунтла', 1]
['туснакъварибсири', 1]
['туснакълавад', 1]
['дураэс', 1]
['ихтилатикіес', 1]
['вализур', 1]
['чеветяхъая', 1]
['хіяйнайсра', 1]
['бариба', 1]
['баресси', 1]
['ваткайахъис', 1]
['чеветяхъни', 1]
['тіалаббирули', 1]
['биругіеб', 1]
['вявбикіутала', 1]
['пилатлайчиб', 1]
['чедибикиб', 1]
['тіалаббируси', 1]
['пунтлизир', 1]
['бутіакьянчидеш', 1]
['дарни', 1]
['туснакъварибси', 1]
['ватаахъес', 1]
['дигутала', 1]
['ваткаиб', 1]
['голгофаличи', 1]
['аркьукад', 1]
['чеветяхъес', 1]
['архуси', 1]
['къанч', 1]
['хъучивад', 1]
['киренализивадси', 1]
['гіелахъахъиб', 1]
['яс', 1]
['ярусалимланти', 1]
['мадисудаяну', 1]
['дисеная', 1]
['жугъантира', 1]
['хіебаркьибтира', 1]
['хіебухъахъибтира', 1]
['бикіести', 1]
['чесадиули', 1]
['дубуртачи', 1]
['гъятідухъеная', 1]
['музурбази', 1]
['дигіяндарабая', 1]
['ара-сагъси', 1]
['биралли', 1]
['баресара', 1]
['хіябтіерхьаличив', 1]
['аркути', 1]
['голгофа', 1]
['къачагъунира', 1]
['алгъай', 1]
['чебетяхъиб', 1]
['лаг', 1]
['зубрачибяхіра', 1]
['ишдани', 1]
['бирулилра', 1]
['ишдачивад', 1]
['чіалабушили', 1]
['дуртіулри', 1]
['тіашкабизурли', 1]
['гіисачира', 1]
['дукарбирхіулри', 1]
['уцахъули', 1]
['вирину', 1]
['виралли', 1]
['верцахъабгу', 1]
['ціикіти', 1]
['гьадурцули', 1]
['бургъанти', 1]
['гіисачиб', 1]
['къугънабиркьулри', 1]
['виигу', 1]
['чедиб', 1]
['белкіра', 1]
['чебетяхъибтазивад', 1]
['вайтіа', 1]
['вехіра', 1]
['вилзули', 1]
['дерцахъаба', 1]
['виргулри', 1]
['аллагьлигіивалра', 1]
['уруххіекіулрив', 1]
['хіедгъуна', 1]
['барилигу', 1]
['буресигъуна', 1]
['гіяйибалра', 1]
['ветаурли', 1]
['гьаникахъаба', 1]
['ишбархіил', 1]
['алжайзив', 1]
['хіерейсла', 1]
['биалра', 1]
['чебакіиб', 1]
['хіери', 1]
['дикайчи', 1]
['берхіиличи', 1]
['дяхіціи', 1]
['пардав', 1]
['гъярбердили', 1]
['кіибайкабиуб', 1]
['таманкайуб', 1]
['бургъантала', 1]
['дезабарили', 1]
['гьарли-марли', 1]
['чебетяхъибтачи', 1]
['хіербикіес', 1]
['хункіара', 1]
['валути', 1]
['кабизурли', 1]
['юсупли', 1]
['хіяблизи', 1]
['мерлаварни', 1]
['аримапея', 1]
['табигіятла', 1]
['диванханализив', 1]
['сайли', 1]
['гіебхіебуциб', 1]
['арбухахъес', 1]
['убяхіасиб', 1]
['капайзира', 1]
['бергурли', 1]
['шурмазиб', 1]
['биркъубси', 1]
['кахіейхьибси', 1]
['хіябла', 1]
['жумягі', 1]
['бехібирхьулри', 1]
['юсуплис', 1]
['шурмазибси', 1]
['хіяриирхьуси', 1]
['тяхіярра', 1]
['хіядурдариб', 1]
['маслигіятбариливан', 1]
['хъайгіиб', 1]
['баціси', 1]
['бакіни', 1]
['жумягіла', 1]
['абизурли', 1]
['хіядурти', 1]
['ваяхіра', 1]
['хіяб', 1]
['гьабарес', 1]
['гіена', 1]
['убкасилри', 1]
['абаціибхіели', 1]
['хіебаргиб', 1]
['биубсиличи', 1]
['тіашбизурхіели', 1]
['ухути', 1]
['палтарличилти', 1]
['уркікабухъи', 1]
['бургира', 1]
['къухідуцили', 1]
['вякьаибти', 1]
['бебкіибтала', 1]
['умціутирав', 1]
['галилеялизив', 1]
['вирухіели', 1]
['бурибал', 1]
['гьанбикахъая', 1]
['чеветирхъу', 1]
['хіябличибад', 1]
['вакиллизира', 1]
['цархіилтазира', 1]
['игіяйна', 1]
['вакилтас', 1]
['мехіурти', 1]
['сартиван', 1]
['дизур', 1]
['бирххіеур', 1]
['мер-мерла', 1]
['лайдакіибти', 1]
['жулгьала', 1]
['бутіницун', 1]
['анцібукьличи', 1]
['тамашакайубли', 1]
['еммауслизи', 1]
['ярусалимличибад', 1]
['версла', 1]
['еммаус', 1]
['хьурали', 1]
['гъайкабикіулри', 1]
['жалра', 1]
['демжурхіели', 1]
['сукъуркайубтиван', 1]
['вагьхіегьур', 1]
['гьуни-гьуникад', 1]
['ихтилата', 1]
['хумарти', 1]
['дяхі-сипатра', 1]
['кадуцили', 1]
['клеопа', 1]
['бикіусини', 1]
['цабархіи', 1]
['хіебалуси', 1]
['хіуцун', 1]
['ургуд', 1]
['селичилав', 1]
['баркьудилизив', 1]
['гіилмулизив', 1]
['аллагьлара', 1]
['халкьлара', 1]
['тямадабанира', 1]
['кавшахъес', 1]
['берцудира', 1]
['умутра', 1]
['иличирли', 1]
['таманхіедиуб', 1]
['бетаурхіейчибад', 1]
['тамашадиахъубра', 1]
['малаикунира', 1]
['гьаласабизур', 1]
['бурибти', 1]
['адердахъиб', 1]
['бякьунтанира', 1]
['даргиб', 1]
['чехіеиб', 1]
['духудеш', 1]
['камти', 1]
['дуили', 1]
['леррая', 1]
['идбагунани', 1]
['дирхаэс', 1]
['илцадра', 1]
['къиянни', 1]
['даражаличи', 1]
['аэс', 1]
['масихіли', 1]
['къияндешуни', 1]
['дяхіаэс', 1]
['жузлизир', 1]
['бурути', 1]
['мусачивад', 1]
['вехікайхьили', 1]
['идбагуначила', 1]
['баяндариб', 1]
['букьес', 1]
['бетиэсбяхіибхіели', 1]
['дигусиладариб', 1]
['калахъес', 1]
['тиладибикіесбяхіиб', 1]
['гъамбикіулину', 1]
['кален', 1]
['кайибхіели', 1]
['баркатлабариб', 1]
['вагьур', 1]
['чехіейулри', 1]
['гьуникадли', 1]
['вашухіели', 1]
['белкіани', 1]
['баяндирухіели', 1]
['уркібас', 1]
['буціархіейгив', 1]
['бухінабухъунхіели', 1]
['цараличил', 1]
['цалабикили', 1]
['цалабикибтани', 1]
['айзни', 1]
['гьаласайзурли', 1]
['симоннира', 1]
['кіибайбирухіели', 1]
['вагьниличила', 1]
['цараличи', 1]
['вагьариубли', 1]
['даршули', 1]
['дирабая', 1]
['гьаласабизурси', 1]
['къаралди', 1]
['уркідулхъутирая', 1]
['васваслив', 1]
['някъбачира', 1]
['кьяшмачира', 1]
['гачдикеная', 1]
['дилагъуна', 1]
['лигуби', 1]
['дирхіерни', 1]
['разибиубдешли', 1]
['бирхаэс', 1]
['хіебирулри', 1]
['тамашакабиублири', 1]
['лебу', 1]
['берціибси', 1]
['кесек', 1]
['хіеркабикіахъули', 1]
['беркун', 1]
['мусала', 1]
['белкіунсира', 1]
['жузазир', 1]
['забурлизир', 1]
['дурибтира', 1]
['мардиэс', 1]
['диъниличила', 1]
['гьанбиркуру', 1]
['баянбариб', 1]
['масихіличи', 1]
['гіязабтира', 1]
['ула', 1]
['ярусалимличибадли', 1]
['халкьани', 1]
['дарсдарили', 1]
['хасардатахъес', 1]
['жибарес', 1]
['детра', 1]
['детаур', 1]
['чесибти', 1]
['дурхьулра', 1]
['чедибадли', 1]
['бархьибси', 1]
['кабаціайчи', 1]
['зубрази', 1]
['арукни', 1]
['гьунибатурли', 1]
['вифаниялизи', 1]
['баракатлабариб', 1]
['баракатлабирухіели', 1]
['илдачивад', 1]
['гьарахъиркес', 1]
['арцурли', 1]
['чевяхіихъесяхіиб', 1]
['икрамбариб', 1]
['дезабикіи', 1]
