['абуна', 219]
['бугелдаса', 1]
['хвасарлъизеги', 1]
['ківезеги', 1]
['вачіунаан', 1]
['тіадвуссунаан', 1]
['радалго', 1]
['бачіунаан', 1]
['пасхаян', 1]
['панкъазул', 1]
['ургъулел', 1]
['халкъалъукьаги', 1]
['хіинкъулел', 1]
['кіигоясул', 1]
['искариотин', 1]
['ягьудал', 1]
['гьезулгун', 1]
['къотіи-къай', 1]
['рохана', 1]
['разилъана', 1]
['балагьулеб', 1]
['санагіалъи', 1]
['панкъал', 1]
['режулеб', 1]
['кьегіер', 1]
['пётридаги', 1]
['иоаннидаги', 1]
['гіеретіги', 1]
['мугіалимасе', 1]
['муридалгун', 1]
['гіатіидаб', 1]
['къачіараб', 1]
['тіасарукъ', 1]
['хіадуре', 1]
['тіубана', 1]
['квенги', 1]
['гіащикълъун', 1]
['тіобитіизегіан', 1]
['чагъиралъул', 1]
['бикье', 1]
['рещтіинегіан', 1]
['ціціураб', 1]
['жа', 1]
['кьолаго', 1]
['къурбанлъулеб', 1]
['рахъараб', 1]
['додинго', 1]
['щулалъиялъе', 1]
['хилиплъизе', 1]
['хилиплъарасдеги', 1]
['цоцаздехун', 1]
['лъицадай', 1]
['гьабизехъин', 1]
['дагіба-къец', 1]
['кколаян', 1]
['парччахізабаз', 1]
['халкъазе', 1]
['кверщелчагіи', 1]
['гьабулел', 1]
['чагіилъун', 1]
['бугевги', 1]
['кваналезе', 1]
['нужни', 1]
['хіехьарал', 1]
['наслуялъе', 1]
['тахазда', 1]
['ціалкіизе', 1]
['риччайилан', 1]
['ціалкіица', 1]
['кколелги', 1]
['кколарелги', 1]
['ратіа', 1]
['иманалдаса', 1]
['ватіалъунгутіизе', 1]
['вацазул', 1]
['ракібатизабе', 1]
['туснахъалде', 1]
['хіадурав', 1]
['лъабціулго', 1]
['росичіого', 1]
['ритіараб', 1]
['сундулниги', 1]
['къварилъи', 1]
['букіанищ', 1]
['букіинчіилан', 1]
['гіарцул', 1]
['къвачіаги', 1]
['гьечіес', 1]
['чухъа-гужгатги', 1]
['такъсирчилъун', 1]
['тіубазехъин', 1]
['манзилалъ', 1]
['рикікіадегіанги', 1]
['суждаялдаги', 1]
['гьекъезабуге', 1]
['пашманлъиялъ', 1]
['тату', 1]
['кьижарал', 1]
['абулаго', 1]
['цеве-цеве', 1]
['кіигояздасан', 1]
['аскіовегіан', 1]
['убачги', 1]
['гьабунищ', 1]
['тушбабазухъе', 1]
['ккезехъин', 1]
['хвалчаби', 1]
['рахъилищ', 1]
['сахлъизабуна', 1]
['чіухіби-хіакимзабаздаги', 1]
['хвалчабигун', 1]
['тіилалгун', 1]
['хъачагъ', 1]
['кинигин', 1]
['вукіунаангури', 1]
['борхичіо', 1]
['къуваталъухъе', 1]
['щвезавуна', 1]
['нахъа-нахъа', 1]
['минаялъул', 1]
['азбар', 1]
['ціаги', 1]
['ціадухъ', 1]
['ялагьунги', 1]
['гъаравашалъ', 1]
['вукіанилан', 1]
['нагіадала', 1]
['иналдего', 1]
['сагіатгіан', 1]
['ракічіун', 1]
['галилеялдасалъидалха', 1]
['гіегіедизе', 1]
['пётрихъ', 1]
['пётрида', 1]
['лъабціул', 1]
['жиндаса', 1]
['гьабилилан', 1]
['гіек-гіекиялда', 1]
['кьабулеб', 1]
['чіортоги', 1]
['кьабурабали', 1]
['бицейилан', 1]
['къабихіал-инжитал', 1]
['рогьараб', 1]
['данделъана', 1]
['масихіищ', 1]
['кьуниги', 1]
['кьеларо', 1]
['васищха', 1]
['рагіанагури', 1]
['гіунтіизабулеб', 1]
['гьусулев', 1]
['кьогеянги', 1]
['масихі-', 1]
['ватанин', 1]
['мунищха', 1]
['ричіичіого', 1]
['багъа-бачаризабулеб', 1]
['ягьудиялдаго', 1]
['гьанибе', 1]
['галилеялдасацин', 1]
['вилаяталдаса', 1]
['гьеродихъе', 1]
['вохана', 1]
['цебего', 1]
['хіикмат', 1]
['жиндаги', 1]
['бихьизабилародаян', 1]
['хьулги', 1]
['гьеродица', 1]
['цонигиялъе', 1]
['жавабцин', 1]
['гіасилъун-ццидахун', 1]
['гіайибал', 1]
['гіунтіизарулел', 1]
['гьеродицаги', 1]
['гіад-хочіие', 1]
['ретіана', 1]
['цебеккун', 1]
['тушманлъи', 1]
['букіарал', 1]
['гьеродги', 1]
['пилатги', 1]
['къоялдаса', 1]
['гьудулзабилъун', 1]
['гьусулеб', 1]
['гьасде', 1]
['гіунтіизарурал', 1]
['гіайибазул', 1]
['гьеродидаги', 1]
['такъсирги', 1]
['гіахьаллъиялъул', 1]
['чіваялъул', 1]
['такъсир', 1]
['кіалъана', 1]
['лъабабизеги', 1]
['багъаризабун', 1]
['тіадчіун', 1]
['витіейилан', 1]
['гьари', 1]
['гіахьаллъанилан', 1]
['чіванилан', 1]
['гьариялда', 1]
['ихтияралде', 1]
['хъанч', 1]
['баччизабуна', 1]
['ккарав', 1]
['киренеялдаса', 1]
['хасго', 1]
['магіаби', 1]
['гіоде', 1]
['нужехъго', 1]
['лъималазухъ', 1]
['гьабичіел', 1]
['хахизабичіел', 1]
['рортун', 1]
['ккезареян', 1]
['щинкіизареян', 1]
['гохіазда', 1]
['гіурччинаб', 1]
['гъветіалъе', 1]
['ишал', 1]
['бакъвараб', 1]
['гъотіое', 1]
['тамихіалъе', 1]
['гвангвара', 1]
['цогидавги', 1]
['квегіаб', 1]
['бикьулел', 1]
['гьавеян', 1]
['досилан', 1]
['гіад-хочі', 1]
['ціекіаб', 1]
['гьаве', 1]
['греказул', 1]
['румазул', 1]
['маціалъ', 1]
['хіобода', 1]
['варав', 1]
['инжит-къабихі', 1]
['гьаха', 1]
['къазабун', 1]
['аллагьасукьагіагийищ', 1]
['дуеги', 1]
['тамихілъидал', 1]
['судги', 1]
['гіисадехун', 1]
['щва', 1]
['жакъаго', 1]
['алжаналъувин', 1]
['къалъулеб', 1]
['гіужалда', 1]
['къалъудаса', 1]
['сагіат', 1]
['бецілъана', 1]
['бигъун', 1]
['бакьулъа', 1]
['бихъун', 1]
['ваціціадав', 1]
['киналъухъго', 1]
['керенгун', 1]
['лъалев', 1]
['вукіарал', 1]
['ариматея', 1]
['ритіухъав', 1]
['судалда', 1]
['гьоркьове', 1]
['вукіаниги', 1]
['хіукмуялдаги', 1]
['тіубазабиялдаги', 1]
['хъанчидаса', 1]
['мусрудулъги', 1]
['жемун', 1]
['кьурулъ', 1]
['бикіун', 1]
['нохъода', 1]
['букъула', 1]
['рузман', 1]
['юсупида', 1]
['хобги', 1]
['куцги', 1]
['мусруялда', 1]
['хіадурана', 1]
['парахат', 1]
['анкьил', 1]
['нохъодул', 1]
['хобалъул', 1]
['гиризабун', 1]
['лъугьиндал', 1]
['жаназаги', 1]
['кенчіолел', 1]
['гіабаби', 1]
['ретіарав', 1]
['хіинкъуца', 1]
['чіедал', 1]
['хваразда', 1]
['чіагояв', 1]
['лъимералъе', 1]
['мунапикъзабазул', 1]
['ван', 1]
['хвезавизе', 1]
['чіаголъизеги', 1]
['хабалалъа', 1]
['чапарасдаги', 1]
['муридаздаги', 1]
['магдалаялдаса', 1]
['гіантал', 1]
['божичіо', 1]
['хабалалъе', 1]
['мусру', 1]
['километралъ', 1]
['эммаус', 1]
['лъугьа-бахъаралъул', 1]
['дагібадулел', 1]
['пашманго', 1]
['клеопа', 1]
['рачіаразда', 1]
['ишалъул', 1]
['рагіичіев', 1]
['аллагьасдаги', 1]
['ишазулги', 1]
['рагіулги', 1]
['гьабизабуна', 1]
['нижерни', 1]
['ватилилан', 1]
['лъугіичіо', 1]
['лъугьа-бахъин', 1]
['руччабаз', 1]
['хагазарун', 1]
['чіаго', 1]
['абунин', 1]
['жидедаян', 1]
['нижералги', 1]
['хабатіе', 1]
['батухъе', 1]
['хоб', 1]
['гіакълуги', 1]
['ракіалги', 1]
['хіинцал', 1]
['машгьурлъизе', 1]
['мусадасан', 1]
['щвезарун', 1]
['масихіил', 1]
['гіагарлъулел', 1]
['дагьавги', 1]
['цевехун', 1]
['бакъги', 1]
['щинкіулеб', 1]
['сордоги', 1]
['чіайилан', 1]
['байбихьидал', 1]
['вихьуларевлъун', 1]
['нилъгун', 1]
['бичічіизабулев', 1]
['бухіулеб-бухіулеб', 1]
['букіинчіищ', 1]
['бугоан', 1]
['вихьунги', 1]
['гьазги', 1]
['вачіиналъулги', 1]
['кванда', 1]
['лъараб', 1]
['куцалъулги', 1]
['бицунел', 1]
['ракълида', 1]
['хутіагийилан', 1]
['гьебилан', 1]
['рихха-хочулел', 1]
['щакдарулел', 1]
['рукьбиги', 1]
['рукьбузда', 1]
['гьанги', 1]
['букіунебищ', 1]
['гьединги', 1]
['хіатіалги', 1]
['рохиялъ', 1]
['захімалъун', 1]
['гьечіищ', 1]
['гьанибилан', 1]
['бежараб', 1]
['кесек', 1]
['гьалги', 1]
['квана', 1]
['къануналдаги', 1]
['тіухьдуздагун', 1]
['тіехьалдаги', 1]
['бичічіуледухъ', 1]
['кантіизаруна', 1]
['иерусалималдасан', 1]
['халкъазда', 1]
['чурулев', 1]
['руссайилан', 1]
['вакилзабилъун', 1]
['битіизе', 1]
['хіалкіолъиялъ', 1]
['къвалбазегіан', 1]
['зодирехун', 1]
['дагьа-дагьавккун', 1]
['рикікіалъизе', 1]
['рокъор', 1]
