['саб', 301]
['пеъли', 1]
['дюхюри', 1]
['удара', 1]
['ккудубкiурайи', 1]
['атiник', 1]
['кабсну', 1]
['гъубзнайи', 1]
['тiарам', 1]
['къудратлу', 1]
['дивнийва', 1]
['узгьан', 1]
['шейъназ', 1]
['илтiибкiуз', 1]
['субут', 1]
['гиявди', 1]
['бахиш', 1]
['паччагьдигьан', 1]
['были', 1]
['дикъатлувалиинди', 1]
['дадайигьна', 1]
['далдабйир', 1]
['зурнийир', 1]
['гъапнуки', 1]
['гъизилинна', 1]
['узузна', 1]
['тувназа', 1]
['дерд-метлебарихъ', 1]
['юкьридра', 1]
['гъафиза', 1]
['махъвна', 1]
['хъутiай', 1]
['хъудубтiай6', 1]
['гагайна', 1]
['йисарилан', 1]
['кьабирихъ', 1]
['цiудларна', 1]
['гудларра', 1]
['хъершнийи', 1]
['фикрариинди', 1]
['хизанарра', 1]
['варжтiан', 1]
['кьабижвуву', 1]
['хъюгърайи', 1]
['гажин', 1]
['леген', 1]
['гъудгандин', 1]
['жибкiубкьана', 1]
['агьмаддин', 1]
['гъабшнийиз', 1]
['дукiнукьанра', 1]
['фукьанна-фукьан', 1]
['хяраъ', 1]
['игниъ', 1]
['жилариъ', 1]
['мицисдар', 1]
['хътiурччвуйи', 1]
['швнуб-сабан', 1]
['йигътiан', 1]
['адахъурайи', 1]
['авайиз', 1]
['агьар', 1]
['кьабижвуван', 1]
['варжна', 1]
['къад', 1]
['апiурайиб', 1]
['аьгъяди', 1]
['беден', 1]
['ижмидар', 1]
['жилирикди', 1]
['улхури', 1]
['йикiрур', 1]
['бякьйирра', 1]
['дадайкьарин', 1]
['хуйин', 1]
['аьзряил', 1]
['бюркьюра', 1]
['карра', 1]
['гъи-закур', 1]
['алдагъур', 1]
['машан', 1]
['гьадгъуккан', 1]
['дурцназа', 1]
['ккундарвуз', 1]
['кадагъ', 1]
['силсир', 1]
['дарапiиш', 1]
['гъягъюрача', 1]
['аьгьмаддиз', 1]
['гъарзар', 1]
['гъарзарихъна', 1]
['бахтнаан', 1]
['гъуландарикан', 1]
['дудургнайич', 1]
['хъадабгъуз', 1]
['кючйириз', 1]
['гъузургну', 1]
['гъадаргънийи', 1]
['чип-чпихьан', 1]
['лисузди', 1]
['алархьнийи', 1]
['накьвдикра', 1]
['шадну', 1]
['йикiурайи', 1]
['ккудубшнийи', 1]
['гьаши', 1]
['дураринна', 1]
['гудлар', 1]
['дуккну', 1]
['хуттларра', 1]
['удубчiвган', 1]
['иццури', 1]
['сагь', 1]
['сакьюд', 1]
['кар', 1]
['гъудгнар', 1]
['апiуйкiан', 1]
['аьгьмадра', 1]
['кьабижвуваз', 1]
['хпиртiан', 1]
['кьабириккан', 1]
['дурцнайи', 1]
['гьапиш', 1]
['шидкьана', 1]
['аькьюл', 1]
['саягънинди', 1]
['жилилизра', 1]
['кьабириз', 1]
['агьрар', 1]
['агьрариз', 1]
['йивдайи', 1]
['хпирихьан', 1]
['гучiвалра', 1]
['абайиз', 1]
['гъитiлантина', 1]
['гъубзурхъа', 1]
['йигъди-йишвди', 1]
['гъитдайи', 1]
['алдагъ', 1]
['еркбу', 1]
['дугъуна', 1]
['гъарзариина', 1]
['рякьюри', 1]
['имдрувал', 1]
['дикъат', 1]
['аьрабайиан', 1]
['адагъруган', 1]
['гъебхьу', 1]
['духънайи', 1]
['сабдиканра', 1]
['читинвалар', 1]
['хураза', 1]
['гьапiхьа', 1]
['авайиккан', 1]
['аьрабайиъди', 1]
['гьарзарилан', 1]
['гатiахьнуза', 1]
['аьжали', 1]
['гъачiир', 1]
['гъакiир', 1]
['фикриан', 1]
['имдруган', 1]
['гьархундариз', 1]
['иннара', 1]
['шулзуз', 1]
['тухмин', 1]
['ккутi', 1]
['жанди', 1]
['гъадабгъиш', 1]
['баярира', 1]
['гьамусдиз', 1]
['кьамкьарихъди', 1]
['дусну', 1]
['чаллан', 1]
['аьхник', 1]
['гъапiубдикан', 1]
['гъахьнийи21', 1]
['вечерин', 1]
['гъахьнийиштiан-гъахьундайиштiан', 1]
['дажина', 1]
['вечюн', 1]
['веч', 1]
['вичарра', 1]
['кiруш', 1]
['успагьидар', 1]
['гъардиз', 1]
['вечарикан', 1]
['вечер', 1]
['дупiну', 1]
['гъарди', 1]
['рякьюн', 1]
['таврара', 1]
['чюлиантина', 1]
['учвсир', 1]
['ибшрияв', 1]
['яшлу', 1]
['авазаа', 1]
['дарабгъна', 1]
['вичкан', 1]
['уччвудар', 1]
['гъядягъну', 1]
['гъахураза', 1]
['гьялал', 1]
['вичарихъ', 1]
['ккундувуз', 1]
['инсанди', 1]
['кьиматсуз', 1]
['саваб', 1]
['апiруб', 1]
['алахъур', 1]
['шулаш', 1]
['гъужара', 1]
['теетай', 1]
['ккудучiвуру', 1]
['гъужайихьан', 1]
['тадабгъуз', 1]
['ка', 1]
['бис', 1]
['гъафир', 1]
['араршра', 1]
['шалча', 1]
['гъяч', 1]
['хъерчурза', 1]
['дудариз', 1]
['жавабар', 1]
['йизуб', 1]
['хъерч', 1]
['сапбиб', 1]
['дюняйин', 1]
['гьацiкьял', 1]
['завун', 1]
['даждиин', 1]
['чiараркьан', 1]
['дарив', 1]
['кудух', 1]
['хярарна', 1]
['ибири', 1]
['гьужайихъан', 1]
['хътакдайи', 1]
['гьамуссана', 1]
['ригъухьна', 1]
['аюн', 1]
['хядарихьна', 1]
['ригътiан', 1]
['хядар', 1]
['ягъччвур', 1]
['гъапибтiан', 1]
['йикiкьана', 1]
['кьиркьин', 1]
['хурум', 1]
['чекмийирикк', 1]
['ккабсарза', 1]
['ккебехъ', 1]
['сарихъанра', 1]
['исчiли', 1]
['даждилан', 1]
['хъпекъуза', 1]
['гъужайихьна', 1]
['элеъси', 1]
['гъядябгъюри', 1]
['тадабгъну', 1]
['гъяаьлхъну34', 1]
['алахъу', 1]
['маллйириз', 1]
['гьаруриз', 1]
['гьамгъу', 1]
['тмунури', 1]
['узухьинди', 1]
['гьамдин', 1]
['маллара', 1]
['тмунурин', 1]
['гафназ', 1]
['тутрувруган', 1]
['гьюжатар', 1]
['гъачай', 1]
['гьадгъухьан', 1]
['гьерххьа', 1]
['касдихъ', 1]
['къуркьру', 1]
['фунуриз', 1]
['тувунва', 1]
['маллйири', 1]
['келлйир', 1]
['къайдайиъ', 1]
['аьмалдарди', 1]
['шартiнан', 1]
['гьадугъаз', 1]
['лутийи', 1]
['гьавай', 1]
['кидибтай', 1]
['сарпири', 1]
['туврайиган', 1]
['урхурайидарикан', 1]
['духьнада', 1]
['тмунири', 1]
['кiанакк', 1]
['сарсан', 1]
['гъедергу', 1]
['алдакур', 1]
['шубури', 1]
['бюркьюр', 1]
['цалар', 1]
['урхурайидари', 1]
['гъухну', 1]
['шлудар', 1]
['дубхьнашра', 1]
['гъипiундарза', 1]
['малариз', 1]
['гъитiикiну', 1]
['гъахьунзуз', 1]
['дулма', 1]
['ушвникк', 1]
['ккивган', 1]
['дегьлиздиккан', 1]
['гъюрайидар', 1]
['ибцру', 1]
['дулмара', 1]
['патра', 1]
['писди', 1]
['дябгъна', 1]
['гьерхуб-хъерхубра', 1]
['бугъма', 1]
['аьбгъювал', 1]
['карабгъну', 1]
['дюдеригъна', 1]
['хъубкьиш', 1]
['йикiиди', 1]
['баян', 1]
['гъабхьунзуз', 1]
['адабтiри', 1]
['ишрат', 1]
['жярягьяр', 1]
['фиццар', 1]
['аьгъячвуз', 1]
['тiуб', 1]
['гьадабтiну', 1]
['тiумтiин', 1]
['йиккар', 1]
['дюгдин', 1]
['кибирхну', 1]
['лишин', 1]
['ккебгъри', 1]
['ахмакъвал', 1]
['хъебекъай', 1]
['хъюхъярин', 1]
['раж', 1]
['кубчiвну', 1]
['инчйир', 1]
['хъархьунзухъ', 1]
['вахт-вахтналан', 1]
['урхурйидари', 1]
['дарсар', 1]
['ккудукiури', 1]
['гьапунза', 1]
['йивай', 1]
['тялим', 1]
['дидиржну', 1]
['гъушунза', 1]
['гъюнариккан', 1]
['тiил', 1]
['гъуйдиз', 1]
['эрхуз', 1]
['гъапiурза', 1]
['алидари', 1]
['гъивундар', 1]
['ахмакъариз', 1]
['гьяспикк', 1]
['ккимдайкiан', 1]
['бачiар', 1]
['апiурайкiан', 1]
['гъафунзуз', 1]
['зиинди', 1]
['адагъай', 1]
['хъюгъюнза', 1]
['зиинади', 1]
['уьчiюгъну', 1]
['гьарурикк', 1]
['ккабтiну', 1]
['духьнайчва', 1]
['гьясбикк', 1]
['ккимдарчвузъ', 1]
['гъуйдизди', 1]
['эрхунза', 1]
['гамринди', 1]
['ични', 1]
['кiаназ', 1]
['ругдин', 1]
['чуккаси', 1]
['жига-жига', 1]
['чiевен', 1]
['ахмакъвалар', 1]
['хъбекъай', 1]
['йизубдихъ', 1]
['гъуйдиина', 1]
['гъилигунза', 1]
['ккеънайи', 1]
['хаин', 1]
['гъябкьюнзуз', 1]
['маргъарра', 1]
['гъитай', 1]
['утiурккарза', 1]
['итiибгъубси', 1]
['катай', 1]
['усунза', 1]
['бацарикк', 1]
['ккахъундариз', 1]
['шитккан', 1]
['ккитiибгъну', 1]
['удучiвуз', 1]
['ккитiибгъайизра', 1]
['алдатуз', 1]
['хъюгънийи', 1]
['ккучiвунза', 1]
['тiапiган', 1]
['убчiвуйи', 1]
['ккадабгъган', 1]
['куркьуйи', 1]
['ляхникан', 1]
['йикiарчва', 1]
['тялимар', 1]
['гьубкьу', 1]
['йишвахьинди', 1]
['гатiархьну', 1]
['лутийиз', 1]
['шибридарра', 1]
['ахмакъар', 1]
['вучва', 1]
['саламра', 1]
['шибридаризра', 1]
['тувнийза', 1]
['маллйирра', 1]
['наразиди', 1]
['сар-сариз', 1]
['гъузру…40', 1]
['дегьзаманайин', 1]
['девриъ', 1]
['нежбер', 1]
['ччурра', 1]
['нубатнахъ', 1]
['кьюру', 1]
['нубатсуз', 1]
['гварар', 1]
['ацiну', 1]
['гьягъюру', 1]
['лавландиз', 1]
['гьушир', 1]
['вуйиш', 1]
['булагътiина', 1]
['увухь', 1]
['гъуздарза', 1]
['савадсуз', 1]
['адмийикан', 1]
['аьйиб', 1]
['кiурува', 1]
['ктагърур', 1]
['апiрур', 1]
['ауз', 1]
['китаб', 1]
['хибдиза', 1]
['униъ', 1]
['гутайин', 1]
['деъ', 1]
['саламдин', 1]
['хпар', 1]
['дубхьна', 1]
['маллавал', 1]
['фахравал', 1]
['гъабшибра', 1]
['гьюз', 1]
['имбубра', 1]
['ччвурра', 1]
['гъамус', 1]
['малла-цiарцiрахьна', 1]
['гъафидарин', 1]
['терефар', 1]
['деетдайи', 1]
['сяаьтди', 1]
['китабариин', 1]
['гьерхза', 1]
['учiваян', 1]
['дашагьлийир', 1]
['духьаян', 1]
['уьмриз', 1]
['насигьятарра', 1]
['фахрийир', 1]
['аьлимар', 1]
['гьитiибкiу', 1]
['гъабшундайи', 1]
['малла-цiарцiран', 1]
['аваза', 1]
['агай', 1]
['жаллатiарра', 1]
['ктибтган', 1]
['аьгьмадрик', 1]
['кiурубдихъ', 1]
['маслааьт', 1]
['апiбакан', 1]
['дибрихъиш', 1]
['мисала', 1]
['китабариз', 1]
['хъркьубси', 1]
['гъапiруш', 1]
['духнайи', 1]
['абгуру', 1]
['гъашизаки', 1]
['аллагьдиина', 1]
['аманат', 1]
['гъайри', 1]
['дараматариъ', 1]
['гьадмуганаз', 1]
['хазнара', 1]
['бихъур', 1]
['ккунубкъан', 1]
['уьлкьан', 1]
['ипiухьа', 1]
['гучiв', 1]
['шартiар', 1]
['маллана', 1]
['малла-цiарцарин', 1]
['гьяракатваларикан', 1]
['гъачагъдиз', 1]
['дурарик', 1]
['нубатниинди', 1]
['гамдихъ', 1]
['гьапiраш', 1]
['кьарар', 1]
['ягьчiвур', 1]
['гьисаб', 1]
['саждиин', 1]
['илипуз', 1]
['къачагъарикан', 1]
['сарпир', 1]
['гъубжу', 1]
['алдабгъну', 1]
['кiатiкi', 1]
['дипри', 1]
['ягъчiвурикан', 1]
['сабпиб', 1]
['ипiидихьа', 1]
['гъачагъ', 1]
['юлдашариз', 1]
['ктухруган', 1]
['гьачгъари', 1]
['ктухура', 1]
['гъапiиийи', 1]
['ягъчiвурпи', 1]
['гъачагъачагъарин', 1]
['башчи', 1]
['ебхьуйи', 1]
['аьхюбра', 1]
['кiатiкiинди', 1]
['гъапидар', 1]
['къачгъарин', 1]
['ликарикк', 1]
['мугъарайиз', 1]
['башчйи', 1]
['дустариз', 1]
['ужагъ', 1]
['ккадабхьну', 1]
['имдар', 1]
['миннат', 1]
['улупурхьа', 1]
['юлдшар', 1]
['дабхъну', 1]
['либцура', 1]
['макiан', 1]
['ккарагуз', 1]
['гьитiибкнайи', 1]
['даарахди', 1]
['дахъна', 1]
['гьапи', 1]
['паччагьдира', 1]
['ахри', 1]
['жюрэтлуди', 1]
['бирмиш', 1]
['гьитiибкiнайи', 1]
['гъабгунза', 1]
['гъамци', 1]
['гъеергу', 1]
['ктайиз', 1]
['навши', 1]
['шагьрихьан', 1]
['жилиъ', 1]
['ивна', 1]
['ебккуз', 1]
['амриинди', 1]
['къушмари', 1]
['майдин', 1]
['ебккуру', 1]
['жилиан', 1]
['адабгъуру', 1]
['гъитнийи', 1]
['паччагьна', 1]
['бархумдихъ', 1]
['шербет', 1]
['кубкьган', 1]
['илдигъуру', 1]
['жилилан', 1]
['гъадабгъган', 1]
['аьгъяйиз', 1]
['айиш', 1]
['гъапiнийиш', 1]
['апiидийи', 1]
['хабахъ', 1]
['хъаъру', 1]
['гъизиб', 1]
['чахътiан', 1]
['разишну', 1]
['багъишар', 1]
['къимат', 1]
['ухруб', 1]
['гьиври', 1]
['айвандихъ', 1]
['чей', 1]
['сархуш', 1]
['дабала', 1]
['мухриз', 1]
['деънайир', 1]
['гатiархьуру', 1]
['куркьайиз', 1]
['ахърайиб', 1]
['ккадаунза', 1]
['маллайилан', 1]
['алдагъуру', 1]
['везирарра', 1]
['хьадукран', 1]
['сейир', 1]
['чюлин', 1]
['укiаригъ', 1]
['йивура', 1]
['ебгурайи', 1]
['цiарцiриз', 1]
['думуганра', 1]
['бизус', 1]
['маллайихьан', 1]
['маллайик', 1]
['гъашиза', 1]
['абхъунва', 1]
['гъубшнийи', 1]
['пилтайизра', 1]
['жюрбежюр', 1]
['раккин', 1]
['марцахь', 1]
['ккучiври', 1]
['шейтiан', 1]
['увухьди', 1]
['ккудукiру', 1]
['улхуз', 1]
['минат', 1]
['тажраъ', 1]
['гъадабгъур', 1]
['гъахьнуза', 1]
['хъимдарзухъ', 1]
['увухъ', 1]
['лихбу', 1]
['дубхънайиз', 1]
['йигълантина', 1]
['кучiларин', 1]
['ихтибарнаан', 1]
['гьюрматнаан', 1]
['гьалайианра', 1]
['утiуккуру', 1]
['сифтейин', 1]
['дережейихъна', 1]
['гъюру64', 1]
['варитiана', 1]
['йигьарикан', 1]
['йигьан', 1]
['касдикан', 1]
['дугьу', 1]
['йигьлан', 1]
['бегдихьна', 1]
['гьахнийи', 1]
['хялужвву', 1]
['дагъустандиъ', 1]
['тарабгъна', 1]
['машгьур', 1]
['харбрар', 1]
['буюр', 1]
['ньюкьян', 1]
['фурс', 1]
['кайибдиз', 1]
['нъюкьян', 1]
['ктабгъуз', 1]
['бегдикан', 1]
['йиччвун', 1]
['швтушвин', 1]
['гьацiарихъди', 1]
['дубччвнайи', 1]
['шейар', 1]
['арччул', 1]
['хъебжвру', 1]
['бетриъ', 1]
['хурччлихъан', 1]
['йиччвру', 1]
['алабцiнийи', 1]
['ккундайкiан', 1]
['швтушвиз', 1]
['швтушван', 1]
['ибирцуру', 1]
['бегаз', 1]
['хилин', 1]
['алш', 1]
['рякъюравуз', 1]
['рякьюразуз', 1]
['яраби', 1]
['хилик', 1]
['удраркьан', 1]
['балйир', 1]
['кiулина', 1]
['аллахьрияв', 1]
['нюкьан', 1]
['бегд', 1]
['гъидигъу', 1]
['даттлин', 1]
['рягърягъси', 1]
['хътiурччвури', 1]
['бес', 1]
['карастивалин', 1]
['варитiанна', 1]
['гъурцунза', 1]
['гъапiундар65', 1]
['хьидикiан', 1]
['кас-мас', 1]
['дупаян', 1]
['кивуйи', 1]
['гьилиди', 1]
['дердерик', 1]
['кахънайи', 1]
['кiубкан', 1]
['бистнин', 1]
['гьацiкьялаъ', 1]
['гумихъ', 1]
['жамааьтдиз', 1]
['узуну', 1]
['йибккурайиган', 1]
['астафируллагь', 1]
['накьвдин', 1]
['хьарар', 1]
['накьвдиъ', 1]
['ккудучiвнийи', 1]
['цiийикiултiан', 1]
['кивунча', 1]
['вуйкiан', 1]
['гъулажвуву', 1]
['бистниъ', 1]
['шагьидарин', 1]
['накьвар', 1]
['дустужви', 1]
['бицiиди', 1]
['йиш', 1]
['вин', 1]
['гьяждиан', 1]
['малаиксир', 1]
['шиб', 1]
['хъубсну', 1]
['шибра', 1]
['хъубсру', 1]
['жямяаьтди', 1]
['саркьйирра', 1]
['килиса', 1]
['шлугансиб', 1]
['хъюгъюр', 1]
['гъарабгъуру', 1]
['са-кьюд', 1]
['йигъ-йишвди', 1]
['мал-мутму', 1]
['гъаласиб', 1]
['мистра', 1]
['гьапiнийи', 1]
['халкьари', 1]
['садакьйир', 1]
['гъарабгънийи', 1]
['шихдира', 1]
['гъафидариз', 1]
['чакан', 1]
['кадагъаян', 1]
['гъацiу', 1]
['васиятарикан', 1]
['нагълар', 1]
['ктитуйи', 1]
['аьгъйи', 1]
['кьулгьйирра', 1]
['маллади', 1]
['халкьарин', 1]
['садакьйирин', 1]
['сарихьан', 1]
['унар', 1]
['урхури', 1]
['гъафи-гъушурин', 1]
['ув', 1]
['гъилиху', 1]
['йисарин', 1]
['гьулаз', 1]
['гъягъбанди', 1]
['кьиматнахъди', 1]
['рази-разиди', 1]
['йишвандин', 1]
['дергру', 1]
['хъергган', 1]
['дубкiна', 1]
['даждик', 1]
['миж', 1]
['гъюрайири', 1]
['севдюграрин', 1]
['девйир', 1]
['караванар', 1]
['илибкну', 1]
['убхурайиган', 1]
['ишурува', 1]
['севдюграр', 1]
['гъафнушра', 1]
['дярякърайиганси', 1]
['ариш-веришчийр', 1]
['ккадаркну', 1]
['малайихъди', 1]
['урхуз', 1]
['фатигья', 1]
['муганаз', 1]
['булагъдихь', 1]
['хьадайда', 1]
['севдеграрин', 1]
['мусурмнар', 1]
['маккайиан', 1]
['аьрабистандиъ', 1]
['тарабгънайи', 1]
['йишвин', 1]
['мушвин', 1]
['див', 1]
['ишалар', 1]
['маллайихьди', 1]
['кьулгьйир', 1]
['накьвидиин', 1]
['парчийир', 1]
['апуз', 1]
['мал', 1]
['кьуран', 1]
['гвачiнинтiан', 1]
['хябахъдиз', 1]
['накьвдина', 1]
['гьюруш', 1]
['гъурудар', 1]
['кам', 1]
['гъарабгъу', 1]
['шихдихьна', 1]
['узуру', 1]
['гъягърударихъди', 1]
['гьягъюза', 1]
['гуннагьарра', 1]
['кидирчур', 1]
['шах', 1]
['рякк', 1]
['дурарилан', 1]
['инсанарихьан', 1]
['гъалйирин', 1]
['сааьтдин', 1]
['аайиъ', 1]
['укрихъ', 1]
['дийгъну', 1]
['накьвдихьна', 1]
['чалмйир', 1]
['зикур', 1]
['маллайинна', 1]
['алахьган', 1]
['гъудгнарра', 1]
['мала', 1]
['килисайиз', 1]
['шихра', 1]
['дайна', 1]
['адлувал', 1]
['гъапiнува', 1]
['кiвантiарикк', 1]
['инчi', 1]
['хилариинди', 1]
['гъапiнийна', 1]
['гъянч', 1]
['хъюгъру98', 1]
['берекет', 1]
['мягьсуликан', 1]
['мал-мутмуйикан', 1]
['йисан-йисан', 1]
['малар-марччари', 1]
['швнуд-сад', 1]
['йисари', 1]
['гъуландиз', 1]
['вуйигански', 1]
['ражаритiан', 1]
['гьамцидар', 1]
['ляхнари', 1]
['яхшулугъ', 1]
['кью-кьюб', 1]
['бала-кьаза', 1]
['закатра', 1]
['садакьйирра', 1]
['тувраза', 1]
['малар', 1]
['геренди', 1]
['гьулажви', 1]
['ипiруган', 1]
['маллайикан', 1]
['пирпир', 1]
['лисундин', 1]
['гъудган', 1]
['элеуру', 1]
['тадахъуз', 1]
['гъидритбан', 1]
['шархьликк', 1]
['ягълухъ', 1]
['хъюргъу', 1]
['касдихьан', 1]
['тадабхъуру', 1]
['элдеуру', 1]
['укiар', 1]
['гъибихъундайи', 1]
['арчил', 1]
['гъулажви', 1]
['малар-маччариз', 1]
['фукiана', 1]
['гъабшундарш', 1]
['мистан', 1]
['гьитiибкiну', 1]
['ккурччв', 1]
['рягъникканра', 1]
['мист', 1]
['анра', 1]
['ккурччвру', 1]
['щубуб', 1]
['чарва', 1]
['чiяргъюру', 1]
['хявухъ', 1]
['хюнари', 1]
['кiарарин', 1]
['мистаз', 1]
['кьазйир', 1]
['ктитган', 1]
['гъюпiу', 1]
['тувубтiан', 1]
['тадабгъруб', 1]
['кьалар', 1]
['йишвакк', 1]
['ккурччв105', 1]
['кьадарин', 1]
['яшайиш', 1]
['читинуб', 1]
['кьялинди', 1]
['кiакiлар', 1]
['духаян', 1]
['гъадабгъуйи', 1]
['хулаъра', 1]
['леэфтiан', 1]
['йисар-йигъар', 1]
['дурчiариз', 1]
['душнайиган', 1]
['йикрар', 1]
['леэфра', 1]
['йицiихьуб', 1]
['манатдиз', 1]
['гъадаргъуру', 1]
['базаран', 1]
['тюфенгарра', 1]
['кахьну', 1]
['вуячв', 1]
['дарча', 1]
['фукьана-фукьан', 1]
['апiурча', 1]
['гъузурва', 1]
['швтушв', 1]
['гъадабгъуру', 1]
['гъюрар', 1]
['силар', 1]
['швеэр', 1]
['йикiури', 1]
['аьхнар-леъферра', 1]
['гъадагъуру', 1]
['алабхъур', 1]
['алапiну', 1]
['люлериан', 1]
['кубкьудар', 1]
['хъебгру', 1]
['яркврариъ', 1]
['хъубкьрайиган', 1]
['кьаблилан', 1]
['кьялхъян', 1]
['бацариинди', 1]
['кьаб', 1]
['хабариъ', 1]
['гучiрударикан', 1]
['дисуру', 1]
['дугъанна', 1]
['швеэдан', 1]
['ишрува', 1]
['гьяракатди', 1]
['кьумраз', 1]
['басмиш', 1]
['чвучву', 1]
['гъябкъган', 1]
['гъидигънийи', 1]
['гъивиш', 1]
['алжабгъруб', 1]
['аьгъданнуз', 1]
['гъитуз', 1]
['анив', 1]
['гъушза', 1]
['ахьюну', 1]
['хъадар', 1]
['юлдшарихь', 1]
['гъузна', 1]
['кiаин', 1]
['хиялиан', 1]
['хътiюкьну', 1]
['чвуччвухьна', 1]
['шавли', 1]
['мухриан', 1]
['ифийир', 1]
['адахьну', 1]
['читинди', 1]
['теетундайи', 1]
['швеъдиз', 1]
['гучiуруш', 1]
['бац', 1]
['гьардаш', 1]
['йибкi', 1]
['кудрубкьиш', 1]
['ккадраур', 1]
['узуси', 1]
['гърдаш', 1]
['наши', 1]
['дустрахь', 1]
['хялижввал', 1]
['дурцнайир', 1]
['гьачiиганси', 1]
['гъеерху', 1]
['гьушнийи', 1]
['шелегь', 1]
['гьялнахъна', 1]
['ттутiурчiвурайиз', 1]
['теебтураза', 1]
['кьумраъ', 1]
['утiубччвнийи', 1]
['гъюбгъю', 1]
['гьарси', 1]
['бицiинуриин', 1]
['алапiуру', 1]
['тгъу', 1]
['ахюнуриз', 1]
['авйирин', 1]
['мийибккан', 1]
['ахъуб', 1]
['гьахьнуш', 1]
['саягъдиъ', 1]
['гъитнуза', 1]
['чиб-чпикан', 1]
['гиранвалар', 1]
['кьаблихъ', 1]
['шлуганси', 1]
['швеъкьана', 1]
['алдабхъухьа', 1]
['цiицiганди', 1]
['кьиркьиъ', 1]
['учiвурза', 1]
['швеъси', 1]
['базариин', 1]
['швеъру', 1]
['шейарра', 1]
['гъюру118', 1]
['гъахьну-гъахьундайи', 1]
['чiвурдаф', 1]
['кеспи', 1]
['ктайи', 1]
['жарадихъди', 1]
['хизандин', 1]
['дуланажагъ', 1]
['гъабхуйи', 1]
['кьацiра', 1]
['ипiуза', 1]
['гъузуза', 1]
['гъеерку', 1]
['разишнак', 1]
['кахъур', 1]
['гьамускьана', 1]
['вуда', 1]
['калра', 1]
['бегбаалайин', 1]
['бегбалара', 1]
['двелетлу', 1]
['ургурсана', 1]
['бегу', 1]
['марццишин', 1]
['гъуллугънаъ', 1]
['дерккру', 1]
['аьбасси', 1]
['гъиматра', 1]
['гъаравшди', 1]
['йигъари', 1]
['ляхинси', 1]
['дарапiри', 1]
['кьамкьрихъ', 1]
['ликра', 1]
['папрус', 1]
['саягънаъ', 1]
['адруганси', 1]
['рябкъюразузки', 1]
['сагълугъ', 1]
['дюнь', 1]
['дарапiишра', 1]
['гьякъи', 1]
['туварва', 1]
['ккарабхьишра', 1]
['пеэри', 1]
['ипiура', 1]
['гьяятар', 1]
['ичiиккури', 1]
['утiурккай', 1]
['ленгере', 1]
['йирхьуб', 1]
['чирквра', 1]
['мугъахъ', 1]
['тюфенгиан', 1]
['утiубччву', 1]
['гюллеси', 1]
['темплиз', 1]
['гьепiил', 1]
['гьулаъ', 1]
['хуттул', 1]
['хялужвхьан', 1]
['гьерхуб-хъерхуб', 1]
['ипiруб-ухруб', 1]
['булагътiинна', 1]
['ужуйи', 1]
['гъипiнийи', 1]
['хуларигъ', 1]
['лицрайириз', 1]
['жаг', 1]
['дихъуру', 1]
['улубкiуру', 1]
['бякьялайра', 1]
['дугънан', 1]
['абсуру', 1]
['адабгъус', 1]
['бякьялайин', 1]
['кьикь', 1]
['вуд', 1]
['булахтiилан', 1]
['икриан', 1]
['бякьяляйиъ', 1]
['хиллан', 1]
['гъяргъ', 1]
['къючiакк', 1]
['ккивру', 1]
['адарва', 1]
['гьапiнияв', 1]
['гьадабтiнунив', 1]
['азайик', 1]
['кабхъур', 1]
['уццру', 1]
['гъапiнийиз', 1]
['гъябгънийиз', 1]
['худул', 1]
['гужназ', 1]
['азайни', 1]
['гъючiнаккан', 1]
['хуттлин', 1]
['вйи', 1]
['шулдайин', 1]
['гъурумсагъ', 1]
['кубкъубси', 1]
['дюргъну', 1]
['азайин', 1]
['исина', 1]
['муртйирин', 1]
['гъатхуб', 1]
['ктубзуз', 1]
['хялужв', 1]
['гхягъюз', 1]
['кебхнайи', 1]
['далдабуйиз', 1]
['бацра', 1]
['гьепiлан', 1]
['бякъялайра', 1]
['дярякъри', 1]
['гъирахдихъ', 1]
['нихърикк', 1]
['арайлан', 1]
['чвукказ', 1]
['баджи', 1]
['къял', 1]
['жагра', 1]
['къяляхъди', 1]
['дишагьлирин', 1]
['гьяжимустафа', 1]
['баяр-шубари', 1]
['апiузкьана', 1]
['мюгьлет', 1]
['гъибтдар', 1]
['гъяхьнуш', 1]
['набаллугъар', 1]
['дархьаки', 1]
['аьгъдарнуз', 1]
['заманайиъ', 1]
['гъушни', 1]
['шекердин', 1]
['черкез', 1]
['ханжалра', 1]
['дикъра', 1]
['улубкiну', 1]
['чiуликк', 1]
['къямкьярра', 1]
['ккубччвну', 1]
['жилирихъди', 1]
['ялхъвниз', 1]
['гъуншйир', 1]
['ялхъвнин', 1]
['гештнаъ', 1]
['периханумна', 1]
['шайтiнар', 1]
['гъабшнуш', 1]
['гьемерхан', 1]
['халайихьнна', 1]
['периханумдихьан', 1]
['гьерх', 1]
['дарчiиди', 1]
['гвачiниндиз', 1]
['гъузиш125', 1]
['гиле', 1]
['косиб', 1]
['оморебу', 1]
['дигь', 1]
['шинох', 1]
['бу', 1]
['куфд', 1]
['диромо', 1]
['эхэйрбу', 1]
['до', 1]
['хунере', 1]
['гьемин', 1]
['вэхди', 1]
['дуьшире', 1]
['келе', 1]
['чогъэ', 1]
['рач', 1]
['лезетлуье', 1]
['буй', 1]
['гьингъэр', 1]
['душунде', 1]
