['да', 1311]
['шейтен', 5]
['тураган', 5]
['гун', 5]
['бийиме', 5]
['сорагъан', 4]
['ёлдашлары', 4]
['къойдум', 4]
['чыдап', 4]
['тирменни', 4]
['алдатып', 4]
['турдум', 4]
['турагъанны', 4]
['тай', 4]
['хабып', 4]
['къачалар', 4]
['ишлеп', 4]
['нартыбыз', 4]
['къойчу', 4]
['баягъылай', 4]
['болмаса', 4]
['айны', 4]
['танымай', 4]
['онгарып', 4]
['олтуртуп', 4]
['башдан', 4]
['къатты', 4]
['къуйругъумну', 4]
['заман-заманда', 4]
['тап', 4]
['сабан', 4]
['залим', 4]
['къоркъа', 4]
['чалтик', 4]
['ахыр', 4]
['къойну', 4]
['къошда', 4]
['насын', 4]
['къачма', 4]
['чачып', 4]
['баласы', 4]
['яшыл', 4]
['талагъа', 4]
['барыбыз', 4]
['улакълар', 4]
['тоя', 4]
['ойнакълай', 4]
['анакъны', 4]
['гелесен', 4]
['уьстюнгдеги', 4]
['къурсагъындан', 4]
['анабыз', 4]
['болдунг', 4]
['оьлсем', 4]
['кююм', 4]
['яшыртгъын', 4]
['буйрукъ', 4]
['болайым', 4]
['болдуму', 4]
['къалын', 4]
['якъда', 4]
['этсенг', 4]
['ювугъум', 4]
['дегенде', 4]
['эшеги', 4]
['юклеп', 4]
['этерсен', 4]
['къырда', 4]
['арангъа', 4]
['къуру', 4]
['къутулуп', 4]
['къысдырып', 4]
['ичеген', 4]
['беригиз', 4]
['согъа', 4]
['тон', 4]
['тёледен', 4]
['уью', 4]
['сют', 4]
['мурадын', 4]
['тогъанакъны', 4]
['танып', 4]
['тавушун', 4]
['ачыкъ', 4]
['мен-мен-мен', 4]
['мююзюм', 4]
['ердеги', 4]
['сакълагъан', 4]
['артында', 4]
['уьюню', 4]
['башымны', 4]
['къозумну', 4]
['бишип', 4]
['иржайып', 4]
['къыдырма', 4]
['аллагьны', 4]
['гесермен', 4]
['къайдадыр', 4]
['авузун', 4]
['излеп', 4]
['гьайванны', 4]
['адаммысан', 4]
['къаст', 4]
['адамман', 4]
['гесилген', 4]
['алды', 4]
['тез-тез', 4]
['бузуп', 4]
['чырмалып', 4]
['бирден-бир', 4]
['къутгъардым', 4]
['гетгенде', 4]
['силлей', 4]
['оьзюнгню', 4]
['гелгенмен', 4]
['мишиклени', 4]
['савгъатлар', 4]
['вазирлери', 4]
['вазирини', 4]
['авруй', 4]
['якъдан', 4]
['сююне', 4]
['белгили', 4]
['ессиси', 4]
['ап-акъ', 4]
['олардан', 4]
['арекден', 4]
['биширип', 4]
['тавукъну', 4]
['вагь', 4]
['къызъяш', 4]
['дёгереп', 4]
['чашалгъа', 4]
['чашалны', 4]
['байлай', 4]
['десе', 4]
['къоярсан', 4]
['элбезген', 4]
['юрюсе', 4]
['чыгъарсан', 4]
['дюр', 4]
['къадалып', 4]
['ягъын', 4]
['аягъы', 4]
['оьзюнден', 4]
['уланым', 4]
['сюйгенни', 4]
['этигиз', 4]
['къайт', 4]
['сёзю', 4]
['гюнде', 4]
['йылдан', 4]
['чыгъармай', 4]
['къоркъма', 4]
['аманатгъа', 4]
['къылыч', 4]
['билген', 4]
['ашайгъан', 4]
['ашны', 4]
['сувуруп', 4]
['умут', 4]
['бузулуп', 4]
['гетермен', 4]
['салалар', 4]
['энейим', 4]
['къайтмагъа', 4]
['айтайым', 4]
['инсанлар', 4]
['болсам', 4]
['чачны', 4]
['атым', 4]
['тахны', 4]
['этдирип', 4]
['тёрде', 4]
['алманы', 4]
['къозлагъан', 4]
['дербишге', 4]
['вилаятгъа', 4]
['яяв', 4]
['шагьаргъа', 4]
['тынч', 4]
['ата', 4]
['тергей', 4]
['яшайлар', 4]
['тургъанда', 4]
['башларын', 4]
['бийкем', 4]
['яны', 4]
['бав', 4]
['къатынымны', 4]
['сорав', 4]
['бийке', 4]
['къалдырмай', 4]
['гелегенин', 4]
['эрге', 4]
['ягъадагъы', 4]
['узатылып', 4]
['юрюйген', 4]
['йыланны', 4]
['къумманны', 4]
['яра', 4]
['оьр', 4]
['узатып', 4]
['йыланханны', 4]
['угь-вай', 4]
['ийис', 4]
['чинк', 4]
['къызардашына', 4]
['маяны', 4]
['теп', 4]
['туз', 4]
['алалар', 4]
['гюнню', 4]
['ери', 4]
['этилген', 4]
['къыйналып', 4]
['къаладан', 4]
['гийирип', 4]
['опракълар', 4]
['яшав', 4]
['уьйлени', 4]
['сюеген', 4]
['къарамай', 4]
['айтагъанны', 4]
['кепни', 4]
['гебин', 4]
['гетме', 4]
['къарачачгъа', 4]
['гьайран', 4]
['25', 4]
['26', 4]
['адамгъа', 4]
['языв', 4]
['берирбиз', 4]
['вазири', 4]
['бусам', 4]
['къурумсакъ', 4]
['элчи', 4]
['къалсам', 4]
['халкъгъа', 4]
['суратны', 4]
['аскерханны', 4]
['арба', 4]
['тагъып', 4]
['гетерсен', 4]
['эсден', 4]
['тыгъып', 4]
['чырмалгъан', 4]
['къыдыргъан', 4]
['иши', 4]
['бишире', 4]
['оюн', 4]
['алмалар', 4]
['бойнуна', 4]
['ухламай', 4]
['экибиз', 4]
['болмажакъ', 4]
['къанын', 4]
['ялангач', 4]
['ийирип', 4]
['савутгъа', 4]
['бармагъын', 4]
['хапмадым', 4]
['къарама', 4]
['къызлагъа', 4]
['егип', 4]
['жыйылгъан', 4]
['мююшге', 4]
['къарангы', 4]
['хурма', 4]
['опуракъ', 4]
['вазирге', 4]
['гьав', 4]
['табулдуну', 4]
['ташлагъан', 4]
['ягъып', 4]
['согъулуп', 4]
['тюшюн', 4]
['гьайдай', 4]
['къапусуна', 4]
['къучакълап', 4]
['къайсылай', 4]
['гётере', 4]
['бажив', 4]
['соймагъа', 4]
['хортма', 4]
['къысгъа', 4]
['нетип', 4]
['айтдынг', 4]
['бырынгъы', 4]
['къаравулчу', 4]
['юхлап', 4]
['старшинаны', 4]
['оьлтюрежек', 4]
['гирелер', 4]
['къайсы', 4]
['жамавну', 4]
['къапгъун', 4]
['алдынг', 4]
['вазирники', 4]
['вазирни', 4]
['ачса', 4]
['кюлеп', 4]
['тапсанг', 4]
['хазнаны', 4]
['ченгертки-къадини', 4]
['кюлей', 4]
['къуллукъчу', 4]
['иркни', 4]
['тюшеген', 4]
['бийтемирге', 4]
['къойчуну', 4]
['арз', 4]
['билеген', 4]
['тойгъунча', 4]
['эрини', 4]
['гьайванлар', 4]
['уьстюндеги', 4]
['тувгъан', 4]
['намаз', 4]
['къатынланы', 4]
['къоллары', 4]
['яхсай', 4]
['нетме', 4]
['акъчалыкъны', 4]
['авузгъа', 4]
['палчыны', 4]
['кёстекли', 4]
['къапугъа', 4]
['картопчу', 4]
['токъташа', 4]
['ятдырып', 4]
['кюлбайгъа', 4]
['бузулгъур', 4]
['бермеймен', 4]
['эшик-терезелени', 4]
['харалгъа', 4]
['янкъыллакъны', 4]
['сюегине', 4]
['къармакъны', 4]
['сазанны', 4]
['кюмесин', 4]
['барип', 4]
['башина', 4]
['ормангъа', 4]
['орманланы', 4]
['англай', 4]
['къатун', 4]
['дагъи', 4]
['горе', 4]
['бакъса', 4]
['алдина', 4]
['адамга', 4]
['тарикъ', 4]
['къишгъира', 4]
['къантулукъ', 4]
['хамматни', 4]
['алибек', 4]
['шайтанлар', 4]
['гьюрбеч', 3]
['оруп', 3]
['билсе', 3]
['битмей', 3]
['янгыдан', 3]
['тюшдю', 3]
['нетдинг', 3]
['авруп', 3]
['токътата', 3]
['тирменде', 3]
['юхлама', 3]
['бирге', 3]
['чавуш', 3]
['ойлашгъан', 3]
['кагъызын', 3]
['алгъанман', 3]
['йылкъыгъа', 3]
['йылкъычы', 3]
['кагъызгъа', 3]
['жыйылып', 3]
['къойчусу', 3]
['этин', 3]
['оьзюмню', 3]
['биринде', 3]
['тиймей', 3]
['гёрюнеген', 3]
['талаша', 3]
['токъалай', 3]
['кюлге', 3]
['айланма', 3]
['юлкъуп', 3]
['сувукъ', 3]
['нечикдир', 3]
['етгинче', 3]
['экки', 3]
['эсиме', 3]
['урлап', 3]
['кёстек', 3]
['базардан', 3]
['таптап', 3]
['тайдырып', 3]
['увакъ', 3]
['къалгъанын', 3]
['этгенни', 3]
['оьленлени', 3]
['къошгъа', 3]
['хатири', 3]
['баражакъ', 3]
['сынып', 3]
['гючюнден', 3]
['битгенче', 3]
['улакъны', 3]
['вёрегиз', 3]
['отлама', 3]
['талада', 3]
['айтгъангъа', 3]
['тынгла', 3]
['тар', 3]
['сокъмакъгъа', 3]
['яргъа', 3]
['дар-дар', 3]
['къартыллай', 3]
['къылычлардай', 3]
['чакъырлата', 3]
['башынгдагъы', 3]
['юрегингде', 3]
['къоркъув', 3]
['савлай', 3]
['балалары', 3]
['оьзге', 3]
['къоянны', 3]
['арсланкъапланны', 3]
['сюесен', 3]
['гиччинев', 3]
['берермен', 3]
['акъырып', 3]
['къуванып', 3]
['гёзлерим', 3]
['гючю', 3]
['йыгъып', 3]
['ёкъгъа', 3]
['хабары', 3]
['итлер', 3]
['гьюрметли', 3]
['чыгъайым', 3]
['ашайым', 3]
['къушлукъгъа', 3]
['салгъанбыз', 3]
['кюлемсиреп', 3]
['къакъгъанбыз', 3]
['гьаран', 3]
['къозусу', 3]
['отлавда', 3]
['отлай', 3]
['сюеп', 3]
['бузавгъа', 3]
['сюегенни', 3]
['ашагъынча', 3]
['бутакъны', 3]
['игит', 3]
['атдым', 3]
['териси', 3]
['чыкъсын', 3]
['эшиги', 3]
['сютден', 3]
['отдан', 3]
['гелтиргенмен', 3]
['дейсен', 3]
['уллучюй', 3]
['деймен', 3]
['гьалиден', 3]
['арасындан', 3]
['тавушуна', 3]
['ачыгъыз', 3]
['анабызны', 3]
['тёгюлдю', 3]
['тюпден', 3]
['майдангъа', 3]
['къую', 3]
['тарамагъа', 3]
['паласны', 3]
['къырыйында', 3]
['олтур', 3]
['тик', 3]
['барасыз', 3]
['бойнундан', 3]
['къарадым', 3]
['тутма', 3]
['таякъ', 3]
['ялкъып', 3]
['билмеймисен', 3]
['уьйрете', 3]
['къонуп', 3]
['сёзлени', 3]
['авлия', 3]
['гючюн', 3]
['излеме', 3]
['эсин', 3]
['ялбара', 3]
['базыкъ', 3]
['салландырып', 3]
['йиберсе', 3]
['оьзенни', 3]
['агъып', 3]
['гьей-гьей', 3]
['санныкъдан', 3]
['аламан', 3]
['къутгъар', 3]
['зар', 3]
['чечилип', 3]
['сандыкъгъа', 3]
['къутгъардынг', 3]
['тавукъ', 3]
['тюбегин', 3]
['илип', 3]
['башда', 3]
['мишикни', 3]
['ортанчысы', 3]
['мишикге', 3]
['ягъасына', 3]
['айтарман', 3]
['же', 3]
['опуракъланы', 3]
['гьашыкъ', 3]
['аврув', 3]
['тийген', 3]
['къызынг', 3]
['гирсе', 3]
['гьюрметлеп', 3]
['адамлары', 3]
['алданып', 3]
['къою', 3]
['билмейли', 3]
['абзарда', 3]
['бир-бирин', 3]
['яшама', 3]
['явгъан', 3]
['къаралдын', 3]
['къувун', 3]
['кукарекук', 3]
['туругъуз', 3]
['кюлкюге', 3]
['тюшде', 3]
['гёзюн', 3]
['къанатлары', 3]
['авзу', 3]
['авара', 3]
['къайтаман', 3]
['къозум', 3]
['къарарман', 3]
['дорбагъа', 3]
['къойчулар', 3]
['чакъдан', 3]
['къучакълай', 3]
['гелермен', 3]
['гьавчулардан', 3]
['разимен', 3]
['гьавчулар', 3]
['ёлугъар', 3]
['ашарсан', 3]
['лакъай', 3]
['яхшылыкъны', 3]
['къачыр', 3]
['башлар', 3]
['гьарангъа', 3]
['такъаны', 3]
['ёлугъуз', 3]
['къалкъып', 3]
['чыгъагъандыр', 3]
['юзюп', 3]
['тёлесине', 3]
['тешикге', 3]
['кюлню', 3]
['гёмюлюп', 3]
['тюнгюлюкге', 3]
['агъагъан', 3]
['авуп', 3]
['отбашда', 3]
['гёзлерине', 3]
['ягъындан', 3]
['къырыйына', 3]
['девлени', 3]
['оьлгенин', 3]
['ухла', 3]
['чыгъаргъан', 3]
['гечивню', 3]
['эсе', 3]
['алырсан', 3]
['айгъырына', 3]
['элтген', 3]
['гелтирди', 3]
['багъана', 3]
['багъанагъа', 3]
['къаракъуш', 3]
['экинчилей', 3]
['ете', 3]
['нетейик', 3]
['гетемен', 3]
['айрылып', 3]
['энейинг', 3]
['чыкъдынг', 3]
['аякъ', 3]
['этмеймен', 3]
['ягъыма', 3]
['тапгъанман', 3]
['тююп', 3]
['мурадына', 3]
['энемден', 3]
['тилейлер', 3]
['тамашаланы', 3]
['болсанг', 3]
['боласан', 3]
['къайырмас', 3]
['тарыкъсыз', 3]
['сабур', 3]
['ухлайгъан', 3]
['тамгъаны', 3]
['къалмасын', 3]
['къолум', 3]
['кёпден', 3]
['затларын', 3]
['салыгъыз', 3]
['жинлеге', 3]
['атлы', 3]
['бюкленип', 3]
['ашат', 3]
['гьалын', 3]
['къап-къара', 3]
['сеники', 3]
['кюл', 3]
['ата-анасына', 3]
['къамучу', 3]
['опракъ', 3]
['экенин', 3]
['окъ', 3]
['кююне', 3]
['тергеме', 3]
['аякъны', 3]
['унутуп', 3]
['эсирип', 3]
['башындагъы', 3]
['охуй', 3]
['малим', 3]
['къайтгъынча', 3]
['къавгъа', 3]
['оьзюнге', 3]
['гён', 3]
['гьызны', 3]
['ажайып', 3]
['къошуп', 3]
['яшларын', 3]
['айлангъан', 3]
['тавушгъа', 3]
['сюйреп', 3]
['ич', 3]
['сувлар', 3]
['къушлар', 3]
['сора', 3]
['ишлени', 3]
['къылып', 3]
['пашмансан', 3]
['сыпатына', 3]
['гери', 3]
['инжите', 3]
['дёртюнчю', 3]
['алачыкъны', 3]
['башлагъанда', 3]
['алачыкъ', 3]
['сурат', 3]
['билдирме', 3]
['уьттю', 3]
['бекини', 3]
['гирме', 3]
['къаравуллап', 3]
['къанны', 3]
['болмайбыз', 3]
['йыланхангъа', 3]
['тавлап', 3]
['айтыгъыз', 3]
['ёллар', 3]
['къызардашымны', 3]
['сибирип', 3]
['къойсун', 3]
['табула', 3]
['саламан', 3]
['уьюнден', 3]
['шолардан', 3]
['гюл', 3]
['байланып', 3]
['сюекни', 3]
['аста', 3]
['эшиклени', 3]
['эшиклери', 3]
['юрюй-юрюй', 3]
['гьалда', 3]
['инени', 3]
['ташлар', 3]
['тереклерден', 3]
['гётерилип', 3]
['сюйсе', 3]
['токътама', 3]
['гьасили', 3]
['сыргъалап', 3]
['яшырмай', 3]
['яшыра', 3]
['гелтире', 3]
['хабарлатып', 3]
['атабызны', 3]
['киринме', 3]
['гёрюшюп', 3]
['бармай', 3]
['киринип', 3]
['юк', 3]
['къыйып', 3]
['къайтма', 3]
['гележек', 3]
['агьлю', 3]
['гёрме', 3]
['тюгюн', 3]
['гелтиртип', 3]
['акъчач', 3]
['табун', 3]
