['бур', 1623]
['духьунссар', 1]
['изагулт', 1]
['бутiагу', 1]
['вуй', 1]
['бяр', 1]
['датiлатiини', 1]
['чiанулу', 1]
['ашрапирттащалсса', 1]
['канаку', 1]
['дикiу', 1]
['учiанин', 1]
['цашала', 1]
['чiявукiул', 1]
['курчiу', 1]
['инавалугу', 1]
['хiаятравунмагу', 1]
['къабуккара', 1]
['къашарав', 1]
['инара', 1]
['дарав', 1]
['къабугьара', 1]
['ччикунсса', 1]
['курчiул', 1]
['ссихьригу', 1]
['ганихьхьун', 1]
['цанин', 1]
['алчейнари', 1]
['вамунин', 1]
['чалчейнари', 1]
['вайннаннин', 1]
['духлай', 1]
['канилун', 1]
['дирирмур', 1]
['кьутiа', 1]
['тiитiа', 1]
['къадизайхьукун', 1]
['щищал', 1]
['цари', 1]
['къуллугъчиталли', 1]
['бизиярагъар', 1]
['увкiуннича', 1]
['шихунмай', 1]
['дизлан', 1]
['къадиркiукун', 1]
['бухьунссия', 1]
['пакьиртал', 1]
['гайннахвагу', 1]
['урганна', 1]
['вамур', 1]
['аццаяту', 1]
['дурурххусса', 1]
['мазвагу', 1]
['кiулссарив', 1]
['ламус', 1]
['къатiий', 1]
['увкур', 1]
['дуллур', 1]
['навалу', 1]
['бунутiий', 1]
['зунниссар', 1]
['вайннухлу', 1]
['дикiаннарагу', 1]
['зуручiагу', 1]
['хiатталлил', 1]
['варанттал', 1]
['бявкьуну', 1]
['ттеркьокьив', 1]
['бирлиянтру', 1]
['зуручiан', 1]
['бувкiра', 1]
['бувкiрав', 1]
['ссурссулий', 1]
['гюнгутiул', 1]
['аьзин', 1]
['бикiарчагу', 1]
['къабучiанна', 1]
['ттуйва', 1]
['дирзуну', 1]
['кiялазуручiа', 1]
['гюнгутiулгу', 1]
['зяр', 1]
['бурав', 1]
['дарвачрахсса', 1]
['хьхьагу', 1]
['цивана', 1]
['29', 1]
['ппуртууву', 1]
['хьхичiун', 1]
['чунна', 1]
['къабикiаншиврул', 1]
['хьура', 1]
['30', 1]
['дарваза', 1]
['дарвач', 1]
['чарттугу', 1]
['бугьарасса', 1]
['бахiлахiиссар', 1]
['бичин', 1]
['гьанагьи', 1]
['къув-аьс', 1]
['бичлачисса', 1]
['31', 1]
['дизан', 1]
['бакъухъ', 1]
['ларчiунни', 1]
['ахттакьунмай', 1]
['пятихiагу', 1]
['чарттащалсса', 1]
['гьиву', 1]
['кьюлтi', 1]
['бувманан', 1]
['танмихi', 1]
['32', 1]
['чунну', 1]
['ккавагу', 1]
['къаккавккунни', 1]
['цiуххара', 1]
['къакру', 1]
['33', 1]
['ларчiсса', 1]
['дугьарасса', 1]
['кучардавух', 1]
['чiявукiулсса', 1]
['малъоьнсса', 1]
['пираьн-къари', 1]
['дулунну', 1]
['къаляхълай', 1]
['мяш', 1]
['машари', 1]
['думанал', 1]
['35', 1]
['къарих', 1]
['къааьтiува', 1]
['хъунтiиссар', 1]
['36', 1]
['пиш-пишгу', 1]
['яивуй', 1]
['дуллунни', 1]
['дикiух', 1]
['дарури', 1]
['мукссара', 1]
['дуллуривав', 1]
['37', 1]
['кiаланнучiан', 1]
['кьукьави', 1]
['каних', 1]
['38', 1]
['къинттулухух', 1]
['кьариртуну', 1]
['кумаграйну', 1]
['гайксса', 1]
['кьункьуллуллу', 1]
['халкьуннавунгу', 1]
['дукрардугу', 1]
['39', 1]
['буттаха', 1]
['ниттиха', 1]
['паччахiрив', 1]
['лавайсса', 1]
['чарттах', 1]
['дардирдал', 1]
['увкуссар', 1]
['тiий11', 1]
['вазиртурал', 1]
['цамургу', 1]
['тiийкунсса', 1]
['дуцинна', 1]
['дуцинсса', 1]
['мизитрава', 1]
['лайкьса', 1]
['жалиндалух', 1]
['вазиртуран', 1]
['хъанних', 1]
['вазир', 1]
['увкiссарив', 1]
['муния', 1]
['гъумучиял', 1]
['букьлай', 1]
['хiухчалтраща', 1]
['бавххуманахь', 1]
['бувкьуну', 1]
['кьакьан', 1]
['лултту', 1]
['сунттул', 1]
['накьич', 1]
['вазирнайн', 1]
['кiайва', 1]
['хiухчалтран', 1]
['баххияра', 1]
['бюхъавай', 1]
['хiухчин', 1]
['баххи', 1]
['бавххуманан', 1]
['бавххуну', 1]
['байрамрал', 1]
['шамулчинмургу', 1]
['гьутру', 1]
['ттиликiрая', 1]
['хъяхъисса', 1]
['элмарат', 1]
['иттацiантту', 1]
['чiаврду', 1]
['накiливух', 1]
['мурччив', 1]
['хъункiул', 1]
['тiутiул', 1]
['ссурссу', 1]
['хiаллурдив', 1]
['никъурттахун', 1]
['биллалисса', 1]
['аьралуннащал', 1]
['лагерьдайн', 1]
['цiусса', 1]
['кьабитлай', 1]
['чугундарал', 1]
['къагъавгъун', 1]
['ува', 1]
['икiайни', 1]
['ккацлул', 1]
['тяйлуйгу', 1]
['букку', 1]
['лаву', 1]
['оьргърачiан', 1]
['гьунчiукьавтiув', 1]
['кiили', 1]
['ххутрал', 1]
['дарзиначiа', 1]
['лавну', 1]
['бишай', 1]
['аьралуннан', 1]
['чiалачiини', 1]
['щяпри', 1]
['кьукьлай', 1]
['бацiавай', 1]
['давай', 1]
['чайн', 1]
['ххяххавай', 1]
['хiаписартуран', 1]
['виричувгу', 1]
['щинай', 1]
['нукарнугу', 1]
['чятирданул', 1]
['залунначiа', 1]
['мугьру', 1]
['ххалъан', 1]
['багълай', 1]
['цаламургу', 1]
['паччахiначiа', 1]
['бумбалува', 1]
['дукнилул', 1]
['кiапiикругу', 1]
['нукарначiа', 1]
['буклан', 1]
['дакьирча', 1]
['къачиншиврул', 1]
['виричунал', 1]
['ссура', 1]
['хъаннил', 1]
['кiюрххилнингу', 1]
['нюжмарданувун', 1]
['ккацлулгу', 1]
['тяйлуй', 1]
['зукун', 1]
['къавхьусса', 1]
['дялахърурду', 1]
['ххаришиву', 1]
['хъатiив', 1]
['гику', 1]
['магъа', 1]
['халиллун25', 1]
['чiивима-давлатлусса', 1]
['хъунаманал', 1]
['мяйва', 1]
['ятин', 1]
['оьрчiвагу', 1]
['хъунаманачiан', 1]
['цаннихьрагу', 1]
['буржлуну', 1]
['муначiа', 1]
['улунна', 1]
['къадурссия', 1]
['каши', 1]
['масалалун', 1]
['суалданухьхьун', 1]
['щялмахъралва', 1]
['тiайлашиврул', 1]
['чiаххурал', 1]
['дунгъузри', 1]
['танил', 1]
['къабувссар', 1]
['лихъаймур', 1]
['бюрхри', 1]
['натiухiри', 1]
['кунубур', 1]
['буттай', 1]
['урчiуннал', 1]
['тайнначiа', 1]
['кiиннал', 1]
['ханнахъ', 1]
['аьгъумурт', 1]
['аьрщир', 1]
['пикрир', 1]
['шанур', 1]
['бишинсса', 1]
['вичiилун', 1]
['бавмур', 1]
['щялмахъсса', 1]
['юхсса', 1]
['бувсрив', 1]
['къабуслайгу', 1]
['ккунук', 1]
['вайннува', 1]
['баккан', 1]
['ккунуккирттава', 1]
['дунни', 1]
['тайннун', 1]
['дичинсса', 1]
['ттихiа', 1]
['вазиртуращал', 1]
['душнихъаннин', 1]
['гъинтницiун', 1]
['ччарчан', 1]
['кiинтницiун', 1]
['ппалав', 1]
['кьатiувсса', 1]
['мярду', 1]
['тталлуцiун', 1]
['тiутiишиву', 1]
['хъамалугу', 1]
['накiлий', 1]
['хъамалушиндарай', 1]
['даркьусса', 1]
['чантай', 1]
['мискинминнан', 1]
['аваданма', 1]
['цичiав36', 1]
['дуссукъатлуву', 1]
['махъун', 1]
['агьайсса', 1]
['ацiра-ацiния', 1]
['минутрал', 1]
['щил-дунугу', 1]
['ус', 1]
['лякъайсса', 1]
['хiачiанмур', 1]
['хiарчiуну', 1]
['чугур', 1]
['ханналгу', 1]
['ахттакьунай', 1]
['чугурданул', 1]
['нузкьунттайнгу', 1]
['думуни', 1]
['тяхъа', 1]
['хъананшиврул', 1]
['артельданувусса', 1]
['захiматрал', 1]
['усттартал', 1]
['ацiара', 1]
['бакъатiий', 1]
['минутiрал', 1]
['къурушрансса', 1]
['ласара', 1]
['лакьи', 1]
['ахiмакьсса', 1]
['амрурду', 1]
['заралли', 1]
['диялну', 1]
['ххишалдаран', 1]
['кьютiилттух', 1]
['барчаллагьу', 1]
['дуссу', 1]
['артеллу', 1]
['дарвазарттал', 1]
['къараллугу', 1]
['къабитаврил', 1]
['нузру', 1]
['ларкьун', 1]
['хьулухьгу', 1]
['къумалавгун', 1]
['кучалийх', 1]
['шагьрулува', 1]
['бувххусса', 1]
['кумагвагу', 1]
['хьхьичiвакунма', 1]
['хiачiанмургу', 1]
['дузал', 1]
['сакин', 1]
['хьхьичiракунна', 1]
['арцу-ххюра', 1]
['къуруш-цукун', 1]
['ляркъуссарив', 1]
['бакiравун', 1]
['къаитлай', 1]
['вацiлувату', 1]
['къаитаакьлай', 1]
['къурушрагу', 1]
['къаляркъун', 1]
['нани', 1]
['гайнначiан', 1]
['тiайлабацiу', 1]
['зунсса', 1]
['цаннаща', 1]
['чiиникiгу', 1]
['гайра', 1]
['къаувчiуну', 1]
['лякъав', 1]
['буккарча', 1]
['хъамалушиндарах', 1]
['барчаллагу', 1]
['артельданийсса', 1]
['цулуцалтрачiан', 1]
['къабитлатисса', 1]
['увххусса', 1]
['уххаврил', 1]
['бюхъайшиву', 1]
['ххарилгу', 1]
['къурушгу', 1]
['оьрмулия', 1]
['аьрзри', 1]
['къабуллалисса', 1]
['захiматшивруя', 1]
['шагьрулувусса', 1]
['ханначiа', 1]
['авркинссар', 1]
['гьархьхьуну', 1]
['яржар', 1]
['чачунайсса', 1]
['къаралчири', 1]
['тачiавъвагу', 1]
['ярагъвагу', 1]
['булланнисса', 1]
['цахьва', 1]
['мюрай', 1]
['лархъсса', 1]
['ххаржандалул', 1]
['тиягума', 1]
['тиялул', 1]
['тiаннуя', 1]
['бюхънссар', 1]
['нукарнан', 1]
['усттаргу', 1]
['учiавривун', 1]
['инсангу', 1]
['увссия', 1]
['танмихiран', 1]
['дакiнину', 1]
['бучiантiимургу', 1]
['къакьамулсса', 1]
['тiаннуйн', 1]
['даентiиссар', 1]
['иширава', 1]
['ивтуну', 1]
['ур39', 1]
['админан', 1]
['цiагу', 1]
['къуллугъчи', 1]
['душваращал', 1]
['бивзунбур', 1]
['шярайхдуккуй', 1]
['къуллугъя', 1]
['даттиярача', 1]
['рутара', 1]
['дучiайхту', 1]
['ттархьгу', 1]
['ласнайх', 1]
['хаварди', 1]
['бувчiави', 1]
['ттухлува', 1]
['къашайхха', 1]
['дихьлай', 1]
['бухлавгун', 1]
['кiичiиравалу', 1]
['шан', 1]
['бачiулий', 1]
['чiапiивгу', 1]
['цiувххуманахьгу', 1]
['бувчiлай', 1]
['усттарнаща', 1]
['дишинсса', 1]
['цiуну', 1]
['бувчiура', 1]
['хьунссархха', 1]
['бакьа', 1]
['лякъинсса', 1]
['къалякъинсса', 1]
['лякъайвав', 1]
['урувгуну', 1]
['хъацi-аьли', 1]
['луттирах', 1]
['багьмур', 1]
['дичай', 1]
['кiунугу', 1]
['дуссукьатлул', 1]
['дартiсса', 1]
['ганахьгу', 1]
['щарссанихьхьун', 1]
['арцу-ххюцiалва', 1]
['маара', 1]
['кiанттурду', 1]
['бувчiултрахун', 1]
['гайннащагу', 1]
['булунтiишиву', 1]
['къуллугърай', 1]
['итантiишиву', 1]
['бувсуна', 1]
['цахь', 1]
['къабусарду', 1]
['бюхъанссаривкьай', 1]
['кiулбан', 1]
['тухьхьун', 1]
['бувчiирча', 1]
['дулухьхьу', 1]
['мукьцiалку', 1]
['ивчiанниссара', 1]
['гьантлийсса', 1]
['паччахiначiату', 1]
['гьавривун', 1]
['лавсунни', 1]
['мукьцiала', 1]
['цуркул', 1]
['цукру', 1]
['пуркiу', 1]
['буккай', 1]
['вярчiувух', 1]
['чiивимур', 1]
['зувуллий', 1]
['бакiчинахь', 1]
['увкiушиву', 1]
['ачлан', 1]
['хьхьуния', 1]
['тийнмай', 1]
['урчiагу', 1]
['них', 1]
['хъацiаьлилгу', 1]
['бувкуний', 1]
['лавгунни', 1]
['цуркинтрангу', 1]
['бучiаврия', 1]
['лагаврия', 1]
['махъра', 1]
['хьхьур', 1]
['хъачiаьлил', 1]
['хъанахъиссар', 1]
['ххазинагу', 1]
['цайнува', 1]
['чинма', 1]
['мукьцiалуннайнмагу', 1]
['цуркинтрайн', 1]
['ццаххандарал', 1]
['гайминнахь', 1]
['хъацiлун', 1]
['кьукьинтiишивугу', 1]
['лякъинтiишивугу', 1]
['пикрирдавун', 1]
['зараву', 1]
['мукiру', 1]
['личiанмур', 1]
['мукьцiалагу', 1]
['хъацiаьлин', 1]
['бувкiхьунссар', 1]
['уттива', 1]
['бувкiрув', 1]
['аьркинссиявхха', 1]
['хъунасса', 1]
['кiулхьунссия', 1]
['кьабусарчагу', 1]
['учирчагу', 1]
['кiулссия', 1]
['ттучiанма', 1]
['бучiантiишиву', 1]
['бувкiнахьур', 1]
['буччияра', 1]
['бувччусса', 1]
['кiанттайгу', 1]
['бишара', 1]
['насияра', 1]
['лахьхьияра', 1]
['личiисса', 1]
['пишарду', 1]
['бавугу', 1]
['кьаритияра', 1]
['хьацiаьлил', 1]
['лишан', 1]
['уцин', 1]
['дирину', 1]
['симан', 1]
['кiулбав', 1]
['баннав', 1]
['кiулбувссия', 1]
['цуркинтгу', 1]
['паччахiлугърайн', 1]
['мунихллуну', 1]
['захiматри', 1]
['лякъан', 1]
['битарча', 1]
['буххи', 1]
['тiайда', 1]
['луттиращал', 1]
['бакiучiан', 1]
['луглаги', 1]
['къаавцiуну', 1]
['щуруй', 1]
['чаричiан', 1]
['кiантту', 1]
['биххара', 1]
['гиччалу', 1]
['хьхьичiну', 1]
['хiурмат-иззат', 1]
['тiиссару', 1]
['вилли', 1]
['вина', 1]
['хъанахъу', 1]
['кулнатращал', 1]
['азвардавун', 1]
['уттивагу', 1]
['итанссарахха', 1]
['къабувчiланна', 1]
['щялмахъру', 1]
['къадуркiунни', 1]
['бувчiлачiу', 1]
['вихьва', 1]
['чиннин', 1]
['къуллугъчитурщал', 1]
['хьхьичiвасса', 1]
['яни', 1]
['къуллугъчитурахъ', 1]
['къашайрив', 1]
['увманал', 1]
['баннин', 1]
['къааьркинссара', 1]
['къуллугъчиталгу', 1]
['шювшуну', 1]
['ххагу', 1]
['ласнахъ', 1]
['мабувчiларда', 1]
['кьинилух', 1]
['ялугьий', 1]
['хiммамраву', 1]
['дуртунав', 1]
['ласав', 1]
['кiилину', 1]
['къуллугъчитуращал', 1]
['личав', 1]
['ларгунна', 1]
['хьуссара', 1]
['къабагьанссархха', 1]
['паччахiнащал', 1]
['багъравун', 1]
['махьва', 1]
['каниву', 1]
['къабувчiирча', 1]
['чинссарив', 1]
['мяйжанссарххар', 1]
['лахьи', 1]
['тихунмай', 1]
['кьюршсса', 1]
['иширттал', 1]
['бувчiлачiи', 1]
['уллан', 1]
['бунуккар', 1]
['канивусса', 1]
['хъацiгума', 1]
['унна', 1]
['ламусравун', 1]
['мюрш-кьюршсса', 1]
['къатiун', 1]
['ур48', 1]
['неххямачiу', 1]
['икiаннин', 1]
['цаманал', 1]
['аьраварттий', 1]
['бяс', 1]
['мискинманал', 1]
['кiаншру', 1]
['къадуллуну', 1]
['малланахь', 1]
['лулттурасса', 1]
['ттулли', 1]
['малланалгу', 1]
['мискиннахьлу', 1]
['къадуккайхьукун', 1]
['аваданманан', 1]
['аьравалттийн', 1]
['ккавккуссания', 1]
['ласунниссия', 1]
['кьалавгуну', 1]
['цалар', 1]
['щялмахъ', 1]
['малланангу', 1]
['щусса', 1]
['мискинтал', 1]
['бантiиссар', 1]
['цихь', 1]
['цанхьу', 1]
['щурча', 1]
['увцiусса', 1]
['къазразан', 1]
['билаятрайн', 1]
['адаминасса', 1]
['ахттайнайгу', 1]
['чiумалгу', 1]
['лархъун', 1]
['дардирдаха', 1]
['бурттигьунал', 1]
['хъачiрайн', 1]
['яхши-хашгу', 1]
['мискинналгу', 1]
['бурттигьуннал', 1]
['чiунгу', 1]
['чiалсса', 1]
['кiукiлусса', 1]
['къаувкуну', 1]
['заллусса', 1]
['кiанава', 1]
['оьвчинтiишиву', 1]
['таначiа', 1]
['хьхьичiа-хьхьичi', 1]
['лаххи', 1]
['дахiи', 1]
['хьуйлуву', 1]
['шихьхьунчiав', 1]
['мадулара', 1]
['цайминнал', 1]
['чiиллу', 1]
['машюшларда', 1]
['канихь', 1]
['ссимиялттуйх', 1]
['марцiда', 1]
['щяикiу', 1]
['учiарчангу', 1]
['къабарча', 1]
['ивкiуссара', 1]
['учайхту', 1]
['хъамаличугу', 1]
['нанутiий', 1]
['оьвтiий', 1]
['циняннаяр', 1]
['къадагьанну', 1]
['заллумарив', 1]
['бавтiусса', 1]
['инсантуращал', 1]
['яхши-харж', 1]
['цiу-цiусса', 1]
['букiлан', 1]
['къамул', 1]
['цавайгу', 1]
['мискинмарив', 1]
['гайнахьхьун', 1]
['бухкiуллух', 1]
['дуки-хiячiия', 1]
['хъамаличунал', 1]
['щарда', 1]
['духьукун', 1]
['къуллугъчийнахь', 1]
['чiиллуй', 1]
['ласайхту', 1]
['вирин', 1]
['щилли', 1]
['иривунна', 1]
['чiиллущал', 1]
['хъуе', 1]
['таммихi', 1]
['увгьуну', 1]
['дуснакьравун', 1]
['акьин', 1]
['дуснакь', 1]
['айхту', 1]
['мяйжансса', 1]
['хiисавирай', 1]
['заминдарай', 1]
['акьаву', 1]
['адамина', 1]
['къабусан', 1]
['бивкiшиву', 1]
['кьянкьасса', 1]
['мискиннащал', 1]
['къаавхъуну', 1]
['лакьайхту', 1]
['хъинававав', 1]
['цiир-цiир', 1]
['ккаччихь', 1]
['зяивсса', 1]
['щилбунугу', 1]
['чiентiал', 1]
['ликканссара', 1]
['гьанссияв', 1]
['бавияв', 1]
['гьавияв', 1]
['нигьаусай', 1]
['учивияв', 1]
['кiиниязра', 1]
['оьттулучунах', 1]
['хъазамравун', 1]
['ляркъунни', 1]
['булланниссар', 1]
['дулланниссар', 1]
['чiарату', 1]
['цiир-цiирданул', 1]
['дуннича', 1]
['мяъна', 1]
['чари', 1]
['бияйсса', 1]
['батiисса', 1]
['увсусса', 1]
['уссурваврахлу', 1]
['къаласуншиврул', 1]
['зивулийсса', 1]
['хъуслил', 1]
['зивулий', 1]
['дити', 1]
['ччурттул', 1]
['багьансса', 1]
['зарайн', 1]
['лачiунтiиссар', 1]
['къатригу', 1]
['малланайн', 1]
['дирзсса', 1]
['чiавхьулттавух', 1]
['тiиртiусса', 1]
['нузакьунттувух', 1]
['диркiундур', 1]
['личавай', 1]
['кару', 1]
['ттиликiрал', 1]
['арцу-мусийн', 1]
['къащуншиврул', 1]
['шачiанттуйн', 1]
['агьан', 1]
['мискиннангу', 1]
['муя', 1]
['дивкiун', 1]
['минначiа', 1]
['муру', 1]
['рутакнмургу', 1]
['ялипар', 1]
['увнав', 1]
['ххулухъиндаран', 1]
['дукьрахiанттил', 1]
['гьарацiигу', 1]
['мякьну', 1]
['хiачiав', 1]
['зунгу', 1]
['битав', 1]
['ттуйнма', 1]
['къаххяххан52', 1]
['кьянатну', 1]
['захiматну', 1]
['дуланмагъ', 1]
['шяраваллил', 1]
['агьулданун', 1]
['дахлай', 1]
['вацiлул', 1]
['далуххи', 1]
['ацiва-кьува', 1]
['дикiаншиврул', 1]
['цувакуна', 1]
['инсантурайн', 1]
['ишру', 1]
['ххюцiалла', 1]
['кiапiикi', 1]
['процентран', 1]
['ялунгу', 1]
['ганалгу', 1]
['ростовщикiнан', 1]
['къурушва', 1]
['хiаллава', 1]
['ростовщикiнаща', 1]
['кьуруш', 1]
['ростовщикiнахь', 1]
['бахти', 1]
['учiарчагу', 1]
['цаппарасса', 1]
['цахьхьунма', 1]
['ттуршва', 1]
['лавсъшиврул', 1]
['чагъаргу', 1]
['ацiанна', 1]
['къаувкiун', 1]
['мискиннах', 1]
['лявкъукун', 1]
['ванай', 1]
['бучiиссияв', 1]
['къалахъанна', 1]
['дургьун', 1]
['иттав', 1]
['мискинная', 1]
['аьрзирайсса', 1]
['инсаннащал', 1]
['мискиннай', 1]
['къабанссар', 1]
['аьрчi', 1]
['аллай', 1]
['судияначiан', 1]
['авкьун', 1]
['кунцiакунмасса', 1]
['кьяркьаравун', 1]
['кьувтiуну', 1]
['къахъанайсса', 1]
['бархъарачунан', 1]
['лавчiуну', 1]
['бархъарачугу', 1]
['аьрзачинацiа', 1]
['хъинавав', 1]
['талихiрал', 1]
['кьалявкъуну', 1]
['ганичiан', 1]
['балаллуя', 1]
['бакьай', 1]
['аьрзачитурайн', 1]
['къабучiанссия', 1]
['усан', 1]
['аьрзачитал', 1]
['чичара', 1]
['акъаманал', 1]
['хьуманан', 1]
['мукьагу', 1]
['аьрзачинал', 1]
['чирчуну', 1]
['мискинма', 1]
['кiихiулла', 1]
['ростовщикiнал', 1]
['къазана', 1]
['рязиссара', 1]
['чагъар', 1]
['ростовщикiнахьхьун', 1]
['дайлсса', 1]
['чiилагу', 1]
['кьутiи', 1]
['хъун-чiири', 1]
['виятура', 1]
['аллагьрив', 1]
['судияналгу', 1]
['хайрну', 1]
['бихха', 1]
['бухъи', 1]
['базардавух', 1]
['бакъамур', 1]
['ххишалами', 1]
['ванаща', 1]
['шагьилул', 1]
['къабихханна', 1]
['ганаятущ', 1]
['бивкiунтiий', 1]
['зуруйсса', 1]
['мискиннахьхьун', 1]
['къахъурча', 1]
['оьрчiахлусса', 1]
['дият', 1]
['ласунна', 1]
['ссятрайссагума', 1]
['цаманащал', 1]
['аьдатрайн', 1]
['дирчiайссар', 1]
['ганаятугу', 1]
['чунмай', 1]
['цiувххукун', 1]
['бархъарачунал', 1]
['чайва', 1]
['дурагу', 1]
['дакъассия', 1]
['судравату', 1]
['цiана70', 1]
['базаргу', 1]
['даврину', 1]
['циппа', 1]
['ялапаршиву', 1]
['ттучанчийтурал', 1]
['цахра', 1]
['кiицi', 1]
['щарссанихунгу', 1]
['инжит', 1]
['оьбалдарах', 1]
['кьинисса', 1]
['дуван', 1]
['цихунва', 1]
['ттучанчитураща', 1]
['ванихун', 1]
['ванилгу', 1]
['цихухва', 1]
['буххайсса', 1]
['хьулуву', 1]
['къабагьанну', 1]
['къазан', 1]
['мивугу', 1]
['тагьар', 1]
['дюгу', 1]
['дюрчiуну', 1]
['бахчайсса', 1]
['ттучанчитурачiан', 1]
['цанначiан', 1]
['дизаврил', 1]
['ттучангу', 1]
['нахiуну', 1]
['гъалгъатiун', 1]
['дакьаву', 1]
['арцулгу', 1]
['магазиндалийн', 1]
['кiиттуршра', 1]
['бахшиширттащал', 1]
['шамулчинманачiан', 1]
['миччагу', 1]
['мукьилчинманачiан', 1]
['ххюлчинманачiан', 1]
['кьавхъуну', 1]
['азихъирттал', 1]
['чун-унугу', 1]
['кiункiурдуву', 1]
['ссятрачiан', 1]
['увкума', 1]
['затру', 1]
['тяхъасса', 1]
['махссара', 1]
['лахъишиву', 1]
['ихтилатругу', 1]
['хъярчгу', 1]
['бюхъаншиву', 1]
['укiун', 1]
['нузахун', 1]
['цалчинма', 1]
['цiувххунубур', 1]
['уххава', 1]
['тивумур', 1]
['щаращисса', 1]
['кiилчинмагу', 1]
['цахьра', 1]
['кiиттуршрагу', 1]
['ссупралий', 1]
['хьхьичiмакуна', 1]
['аглан', 1]
['гаманал', 1]
['мукьулчинма', 1]
['ххюлчинма', 1]
['буххавай', 1]
['багьавай', 1]
['ххюйлчинманал', 1]
['къатлух', 1]
['тамашалий', 1]
['ялугълай', 1]
['ласнан', 1]
['арамтуран', 1]
['буванну', 1]
['кiункiурдува', 1]
['кьакьангу', 1]
['сурурду', 1]
['лавххун', 1]
['даймур', 1]
['дулланнин', 1]
['мизитрал', 1]
['михiраврачiан', 1]
['уссия', 1]
['увччусса', 1]
['уччирча', 1]
['зула', 1]
['дуаьрттайхчiин', 1]
['гьаттава', 1]
['къалихъай', 1]
['булайшиву', 1]
['шардайн', 1]
['дияйхту', 1]
['гьавгу', 1]
['гьасса', 1]
['кьунттугу', 1]
['увччуну', 1]
['вайгу', 1]
['улун', 1]
['гьаттаву', 1]
['куртi', 1]
['гьав', 1]
['уччуну', 1]
['циппагу', 1]
['увччума', 1]
['гивува', 1]
['мутялимтурангу', 1]
['муруллуйх', 1]
['утайхту', 1]
['ятти', 1]
['хiухчу', 1]
['яттугу', 1]
['ливчусса', 1]
['махъругу', 1]
['ласуннинрагу', 1]
['диянссартiи', 1]
['балглай', 1]
['щинава', 1]
['лихъайсса', 1]
['мунацiун', 1]
['чаругу', 1]
['бакiуя', 1]
['щинав', 1]
['учiлай', 1]
['дарс', 1]
['бакiуяту', 1]
['сурувравусса', 1]
['гьаризадгу', 1]
['дакъана', 1]
['кiайннан', 1]
['чiурдай', 1]
['иярчангу', 1]
['къаитанну', 1]
['ванаяр', 1]
['хiарачатрал', 1]
['ххюлчинмагу', 1]
['къалавсна', 1]
['бакi-магъдакъасса', 1]
['учiарча', 1]
['къагьан', 1]
['ххюйлчинмагу', 1]
['кiивасса', 1]
['къаралдани', 1]
['хьулув', 1]
['ухчанттилу', 1]
['уккарчан', 1]
['уван', 1]
['щаппайн', 1]
['гьарайзуяту', 1]
['агьукун', 1]
['леххяврий', 1]
['кьатiун', 1]
['щинах', 1]
['уруган', 1]
['къарауллани', 1]
['ккуччу', 1]
['хiаллайвагу', 1]
['кiайннал', 1]
['ласуннин', 1]
['утун', 1]
['кьауклан', 1]
['щарссаничiа', 1]
['ивкiума', 1]
['михiражравун', 1]
['ласнайнгу', 1]
['бакiрава', 1]
['дуаьртту', 1]
['кьуран', 1]
['ккалай', 1]
['гьарайзугу', 1]
['кьадинахь', 1]
['чiапiхапiлий', 1]
['усругу', 1]
['дакъанна', 1]
['ссаврунная', 1]
['михiражрава', 1]
['миннах', 1]
['бусанмур', 1]
['банд', 1]
['аквар', 1]
['вяъзарду', 1]
['миннахь', 1]
['дурсун', 1]
['дуссаксса', 1]
['дачiлай', 1]
['кьадинан', 1]
['дагьия', 1]
['бутiри', 1]
['бакъахьусса', 1]
['ттучанчитурая', 1]
['бунутiи', 1]
['ттучанчитал', 1]
['ссавруннайн', 1]
['лавгссар', 1]
['буминнаву', 1]
['къабитаншиврул', 1]
['халкьуннаву', 1]
['къаикiан', 1]
['цадакьарттавун', 1]
['кайпрай', 1]
['канайгу', 1]
['увкiра84', 1]
['щяраву', 1]
['гаманан', 1]
['авкьлу', 1]
['тiутiимарив', 1]
['аькьлулул', 1]
['хъачiнил', 1]
['гъайчин', 1]
['ниттилгу', 1]
['ахттайнсса', 1]
['къараахiмадлухьхьун', 1]
['тiуркьу', 1]
['къатiи', 1]
['ахттайнссаннун', 1]
['тиху-шихунай', 1]
['къауруглай', 1]
['тiайлана', 1]
['муркъилинахъал', 1]
['багъирдал', 1]
['хьхьичiунгу', 1]
['цiай-цiай', 1]
['нигьа-нигьа', 1]
['услай', 1]
['диркьун', 1]
['дулунссия', 1]
['кьянкьа', 1]
['къадуркнун', 1]
['цичинссарив', 1]
['гьавккурттавун', 1]
['жегъир', 1]
['кюя', 1]
['ххютгу-кюя', 1]
['увсъсса', 1]
['гьавккури', 1]
['ца-кiива', 1]
['ххяллухун', 1]
['увччухьунссар', 1]
['ххяллуха', 1]
['бургъилун', 1]
['ххункiругу', 1]
['увкiуннахха', 1]
['лявкъуна', 1]
['булав', 1]
['бувнугу', 1]
['агьунни', 1]
['акъар', 1]
['ххютри', 1]
['авлиятуралгу', 1]
['бутарчагу', 1]
['бутайссар', 1]
['бучiиссия', 1]
['ляркъун', 1]
['жиплувун', 1]
['жирагу', 1]
['оьттувунгу', 1]
['ивххура', 1]
['лиркiусса', 1]
['дакьа', 1]
['лялухун', 1]
['дахiайссар', 1]
['уккавривун', 1]
