['сай', 989]
['кiунела', 4]
['кiуни-хьунул', 4]
['рукiиб', 4]
['мяммани', 4]
['кьак', 4]
['бицiиб', 4]
['паксиб', 3]
['васне', 3]
['сада', 3]
['бикiлиже', 3]
['дидагул', 3]
['йиште', 3]
['бусиб', 3]
['васа', 3]
['пиргерре', 3]
['адамтази', 3]
['дугьабизурли', 3]
['набчиб', 3]
['дирихь', 3]
['цiакьси', 3]
['вацани', 3]
['вацала', 3]
['акiубси', 3]
['нешлира', 3]
['хiеръая', 3]
['хiеръа', 3]
['чум', 3]
['пяспясаг', 3]
['вацiара', 3]
['буцилри', 3]
['кьасличил', 3]
['гьалакли', 3]
['буб', 3]
['хiушшеб', 3]
['кибахъиб', 3]
['дуцiле', 3]
['кьале', 3]
['баркьара', 3]
['мачуйте', 3]
['даркьара', 3]
['ламарт', 3]
['цiара', 3]
['либакквал', 3]
['букiузиб', 3]
['биккан', 3]
['идти', 3]
['илте', 3]
['ухабуччиб', 3]
['биикiазиб', 3]
['ча', 3]
['баакъиб', 3]
['буилри', 3]
['абизурли', 3]
['кадиирая', 3]
['маслигiятбарили', 3]
['гiелар', 3]
['агул', 3]
['дуццанаб', 3]
['даакьиб', 3]
['дикьле', 3]
['баакьий', 3]
['багьлал', 3]
['хвалел', 3]
['мукьара', 3]
['аргъиб', 3]
['сеннира', 3]
['ккуутта', 3]
['улбе', 3]
['хъуличиб', 3]
['галгаличиб', 3]
['урти', 3]
['лайкабакiа', 3]
['вададай', 3]
['лайкабакiили', 3]
['биэса', 3]
['гьаяра', 3]
['далайла', 3]
['чедаэс', 3]
['чедихьили', 3]
['гуглахiяйла', 3]
['къанда', 3]
['ккурттали', 3]
['вяргiя', 3]
['гiянила', 3]
['деркуй', 3]
['сабра', 3]
['ччакквали', 3]
['батагъий', 3]
['кiве', 3]
['пашман', 3]
['мутилла', 3]
['гiихиб', 3]
['бахьул', 3]
['сагъун', 3]
['раили', 3]
['хьурабарили', 3]
['давлуми', 3]
['гiяхiдеш', 3]
['бикiути', 3]
['мукьарла', 3]
['кебасили', 3]
['арбякьун', 3]
['шайчибяхi', 3]
['итис', 3]
['сурат', 3]
['ихди', 3]
['дуцiбухъи', 3]
['бухiна', 3]
['хiедра', 3]
['иццурра', 3]
['бачiибли', 3]
['умудирули', 3]
['атiи', 3]
['кьяш', 3]
['цiаличи', 3]
['кьуцiри', 3]
['кьацiли', 3]
['буки', 3]
['жикьи', 3]
['далайра', 3]
['аба-гал', 3]
['вякьун', 3]
['дуццан', 3]
['савя', 3]
['язухъ', 3]
['кiе', 3]
['мямпятiбухилал', 3]
['юкiибле', 3]
['сачиб', 3]
['галла', 3]
['иллай', 3]
['хве', 3]
['гьабилгун', 3]
['уя', 3]
['диччиб', 3]
['лехiхiехъиб', 3]
['кабикиб', 3]
['ихтилат', 3]
['хiянчиличи', 3]
['букана', 3]
['лехiихъули', 3]
['хъубццара', 3]
['кьитiкьа', 3]
['вахт', 3]
['хвалазиб', 3]
['тиладибариб', 3]
['чiигiя', 3]
['итини', 3]
['диъли', 3]
['гьалмагъуни', 3]
['букьес', 3]
['хиви', 3]
['декла', 3]
['лагьа', 3]
['алавракiили', 3]
['чебухъи', 3]
['руржули', 3]
['кабчиб', 3]
['махя', 3]
['кумак', 3]
['гiяххил', 3]
['къямил', 3]
['бихмехитну', 3]
['варе', 3]
['дебале', 3]
['гiярхялике', 3]
['хiерикiвале', 3]
['ахъте', 3]
['хункiар', 3]
['лецiил', 3]
['хункi', 3]
['лехiил', 3]
['гьеницце', 3]
['хункiарра', 3]
['чугурчи', 3]
['гьештти', 3]
['авара', 3]
['дуцiла', 3]
['лихiппарли', 3]
['мукукрар', 3]
['гьеникелла', 3]
['игьуб', 3]
['дикибхiеле', 3]
['катiира', 3]
['бебкiиб', 3]
['уркурара', 3]
['шагьарлизив', 3]
['цабехi', 3]
['мискинтала', 3]
['цiакьла', 3]
['чiумаси', 3]
['иличила', 3]
['ихини', 3]
['асубирар', 3]
['баралли', 3]
['авал', 3]
['хъучи', 3]
['тiамадариб', 3]
['буйрухъ', 3]
['бирехiе', 3]
['арякьунхiели', 3]
['пикриикiулри', 3]
['вархьибси', 3]
['барда', 3]
['галгализи', 3]
['шелра', 3]
['чедаиб', 3]
['ишкьяйда', 3]
['мукеки', 3]
['башуси', 3]
['кiялгiнази', 3]
['чарухъун', 3]
['хiяжатси', 3]
['бедиб', 3]
['кiялгiялизир', 3]
['абхьиб', 3]
['гъабза', 3]
['талхъайс', 3]
['имцiаси', 3]
['баргиб', 3]
['талхъанна', 3]
['васият', 3]
['рирсби', 3]
['гьавалер', 3]
['баривли', 3]
['цайра', 3]
['реччив', 3]
['цачумал', 3]
['урккалан', 3]
['гiяхти', 3]
['иж', 3]
['дужив', 3]
['ккялгiни', 3]
['ребкi', 3]
['ижен', 3]
['дархiя', 3]
['гiяйир', 3]
['дичи', 3]
['абалтули', 3]
['абалтаттив', 3]
['никiел', 3]
['чiуда', 3]
['луккади', 3]
['ттурацерхур', 3]
['чиркалла', 3]
['майдамла', 3]
['кьали', 3]
['гьежен', 3]
['бари', 3]
['авцιали', 3]
['вяхiес', 3]
['варгес', 3]
['уццили', 3]
['биркьахiе', 3]
['уцбали', 3]
['аттачу', 3]
['адимте', 3]
['сеялла', 3]
['тiулби', 3]
['кавхъи', 3]
['катур', 3]
['хьунрира', 3]
['гьанахiа', 3]
['мягiна', 3]
['хъарахълизи', 3]
['иларти', 3]
['хiебалуси', 3]
['ваили', 3]
['гiелахъили', 3]
['хiушара', 3]
['хiеркабирули', 3]
['дармунти', 3]
['кайхьили', 3]
['виштiаси', 3]
['лявкьяс', 3]
['ухiнавхъи', 3]
['узизи', 3]
['набра', 3]
['хiерикiен', 3]
['бикахъили', 3]
['шурла', 3]
['мабурид', 3]
['баргира', 3]
['шури', 3]
['цаличи', 3]
['редили', 3]
['ухуси', 3]
['рузикьар', 3]
['баршибси', 3]
['шалкiу', 3]
['левси', 3]
['кабаили', 3]
['биркьули', 3]
['павла', 3]
['кацiи', 3]
['урца', 3]
['кьванилегiе', 3]
['кайхьибле', 3]
['гьех', 3]
['укьяна', 3]
['букьунте', 3]
['хiявкья', 3]
['хiеватле', 3]
['гiяхiдиш', 3]
['хiяйнайс', 3]
['вехiъиб', 3]
['дархiара', 3]
['абара', 3]
['дирару', 3]
['хъалира', 3]
['тупангра', 3]
['хьар', 3]
['бамсурли', 3]
['шиша', 3]
['абчигiяхiмадли', 3]
['тiашизурли', 3]
['сегъуналра', 3]
['жягiял', 3]
['тиладирухъи', 3]
['хъи', 3]
['умхьу', 3]
['кiялгiни', 3]
['дам-дядра', 3]
['дяхъили', 3]
['алкiули', 3]
['бегiтала', 3]
['вамсурли', 3]
['уршилира', 3]
['башес', 3]
['гажинра', 3]
['тiяхiухъи', 3]
['адамтас', 3]
['дигуцадхiи', 3]
['багьахъес', 3]
['балли', 3]
['хiерируси', 3]
['цадехi', 3]
['алгъай', 3]
['шайчибад', 3]
['къаркъаличи', 3]
['мезли', 3]
['мякьлаб', 3]
['багьадурли', 3]
['дайхъала', 3]
['бехiбихьили', 3]
['мякьлав', 3]
['рузила', 3]
['марлира', 3]
['кiялгiяличи', 3]
['бусули', 3]
['дура', 3]
['хiебиубли', 3]
['хьунуйчил', 3]
['пiякьбикили', 3]
['хъубзарла', 3]
['жагьти', 3]
['алавбарили', 3]
['рурсилизирад', 3]
['гъаркьбирис', 3]
['уталичи', 3]
['арагiебли', 3]
['рукьен', 3]
['шадир', 3]
['бирис', 3]
['ургарил', 3]
['чiичiайс', 3]
['аркьян', 3]
['хъула', 3]
['къуллукъ', 3]
['уркiрухъи', 3]
['рикιули', 3]
['хiунира', 3]
['кумек', 3]
['викiуси', 3]
['бургар', 3]
['дам-дяд', 3]
['гiямзила', 3]
['чарриубли', 3]
['кабихьес', 3]
['рикiулри', 3]
['уршиличи', 3]
['рузби', 3]
['ахъа', 3]
['биэс', 3]
['дублаб', 3]
['гьалли', 3]
['биъни', 3]
['къарширикибси', 3]
['вецiал', 3]
['чарухъес', 3]
['адамличи', 3]
['мурул-хьунулла', 3]
['агайха', 3]
['гiяярличирад', 3]
['гили', 3]
['симкьрухъи', 3]
['жявли', 3]
['рухiнарухъи', 3]
['чедунъяла', 3]
['гiясили', 3]
['секьяйдали', 3]
['лергiер', 3]
['гъамриубли', 3]
['шахала', 3]
['гiеларяхi', 3]
['шакикили', 3]
['гьарая', 3]
['хури', 3]
['тиладиикiули', 3]
['хъярхъси', 3]
['верхiдехi', 3]
['хiулбала', 3]
['карушили', 3]
['кьякь', 3]
['секiайчи', 3]
['деткахъили', 3]
['каили', 3]
['рукен', 3]
['дицили', 3]
['мешуси', 3]
['садакьа', 3]
['садакьалигiир', 3]
['сеналра', 3]
['дирутив', 3]
['чераили', 3]
['араираби', 3]
['эмхiела', 3]
['кисала', 3]
['палтарра', 3]
['къаравашлизи', 3]
['кьимат', 3]
['хiядурбарили', 3]
['тiама-гьама', 3]
['къарауйки', 3]
['урухкiули', 3]
['палталла', 3]
['дуччира', 3]
['хулаган', 3]
['чiакара', 3]
['шилицци', 3]
['агiнили', 3]
['ахiиган', 3]
['бухъна', 3]
['бахiяммази', 3]
['сунечил', 3]
['кацiили', 3]
['дудешлизи', 3]
['хiейги', 3]
['аайчи', 3]
['барсбарили', 3]
['кадати', 3]
['ашрапунала', 3]
['дербентлизи', 3]
['ардукили', 3]
['дуцiухъи', 3]
['тукенчи', 3]
['хъулри', 3]
['хiяйнайсра', 3]
['кьачiа', 3]
['лебал', 3]
['вашуси', 3]
['кьачiара', 3]
['вагнивил', 3]
['виикiелле', 3]
['кеежиб', 3]
['гiягна', 3]
['кижиб', 3]
['нешличи', 3]
['хiедирехiе', 3]
['ца-ца', 3]
['рархьили', 3]
['гьунби', 3]
['арзес', 3]
['чiакнала', 3]
['лихiилаб', 3]
['мурдали', 3]
['гiерриуси', 3]
['лайбакiа', 3]
['дуз', 3]
['рашули', 3]
['тiудикъя', 3]
['гiядат', 3]
['лидилра', 3]
['ризкьи', 3]
['дигiяй', 3]
['виштiел', 3]
['мискинна', 3]
['кебисис', 3]
['жал', 3]
['бирара', 3]
['пикрилра', 3]
['айзурхiели', 3]
['чарриубхiели', 3]
['дугира', 3]
['уркiухъи', 3]
['дурути', 3]
['башни', 3]
['акаб', 3]
['агар', 3]
['гiяхiлани', 3]
['ябни', 3]
['диркьаличи', 3]
['муйли', 3]
['хъунул', 3]
['гiяппасли', 3]
['хiяжатли', 3]
['лугес', 3]
['вехiихьили', 3]
['бирулри', 3]
['хiяжатти', 3]
['чинарад', 3]
['лайвакiили', 3]
['бурагу', 3]
['къузбарили', 3]
['уркiухъунси', 3]
['хьунрала', 3]
['тев', 3]
['кайхьиб', 3]
['лехiкахъиб', 3]
['уркiкавхъун', 3]
['хъумартур', 3]
['илкьяйдали', 3]
['сен-сен', 3]
['вирусира', 3]
['ахъдуцили', 3]
['итичи', 3]
['кьиркьир', 3]
['уцайла', 3]
['тiерхьали', 3]
['асилбегличи', 3]
['хiурматличил', 3]
['вииши', 3]
['мургьи-арц', 3]
['хазна', 3]
['имкан', 3]
['гiелумгьарли', 3]
['рехiрихьиб', 3]
['гiеббурахъес', 3]
['рархьиб', 3]
['карацiиб', 3]
['хьунуйра', 3]
['патишагьличи', 3]
['гьарли-марли', 3]
['кайзурли', 3]
['гъамбиубхiели', 3]
['беркiес', 3]
['бегiтани', 3]
['разибиуб', 3]
['гъайличи', 3]
['илдазивад', 3]
['къушла', 3]
['гьалабси', 3]
['беркiили', 3]
['держес', 3]
['гiяхъес', 3]
['игуси', 3]
['хiули', 3]
['духури', 3]
['гiевваили', 3]
['чедаахъили', 3]
['арбухили', 3]
['рякьи', 3]
['бекiлиу', 3]
['кьабулрикили', 3]
['гуявра', 3]
['хiеръалли', 3]
['чеббицiес', 3]
['букули', 3]
['дакiибти', 3]
['букiуй', 3]
['хъ-р-р', 3]
['бирусил', 3]
['гьалмагълис', 3]
['базригантира', 3]
['сегъунтилра', 3]
['кьабуллира', 3]
['кьадирли', 3]
['хьунуйцци', 3]
['маллачу', 3]
['хинкiи', 3]
['гiарили', 3]
['маллали', 3]
['укана', 3]
['хьунуйчу', 3]
['аккваси', 3]
['гiарила', 3]
['катiи', 3]
['мякьлабси', 3]
['гьункья', 3]
['вебкiира', 3]
['бяхъли', 3]
['виргiяиргес', 3]
['унруби', 3]
['удатурси', 3]
['чебиид', 3]
['хаччуни', 3]
['анцiбукьличила', 3]
['къуллукъчиби', 3]
['хьунуллий', 3]
['буут', 3]
['гьаттагул', 3]
['алдингъиз', 3]
['чегьала', 3]
['хургьес', 3]
['бекiсигъуна', 3]
['хъярхъле', 3]
['игъбарли', 3]
['хъукев', 3]
['хъуке', 3]
['цiуръа', 3]
['бирхiела', 3]
['гьанне', 3]
['кибиргьан', 3]
['уиле', 3]
['кибиргьайни', 3]
['бяжук-хьунул', 3]
['муучiаля', 3]
['гар-гар', 3]
['маццала', 3]
['сайя', 3]
['бяжук-хьунулла', 3]
['дугъле', 3]
['беегвалалта', 2]
['дахъе', 2]
['ная', 2]
['бибчiе', 2]
['ибт', 2]
['биндул', 2]
['духуб', 2]
['палтаря', 2]
['диикьул', 2]
['лумахъала', 2]
['дукiул', 2]
['таман', 2]
['духубжила', 2]
['уле', 2]
['сил', 2]
['васнад', 2]
['асаб', 2]
['кахьуб', 2]
['букьенну', 2]
['тиладирара', 2]
['чебси', 2]
['дирихьли', 2]
['рихагу', 2]
['дягiлизи', 2]
['ванзала', 2]
['дубуртачи', 2]
['дуки', 2]
['вагiдабарили', 2]
['гурдализи', 2]
['акiубсири', 2]
['нухi', 2]
['идбагла', 2]
['бецiлизи', 2]
['акiубхiели', 2]
['дудешлира', 2]
['лутiи', 2]
['белкiи', 2]
['кьяшличи', 2]
['хiеръили', 2]
['лардяхъили', 2]
['биаб', 2]
['тiашси', 2]
['иличибад', 2]
['чарбиайчи', 2]
['ахъилри', 2]
['лебалри', 2]
['чарбухъес', 2]
['куттая', 2]
['къургъя', 2]
['юлдаше', 2]
['илталла', 2]
['бе', 2]
['шатте', 2]
['хьунта', 2]
['биссул', 2]
['итти', 2]
['ахху', 2]
['хъяб', 2]
['лебле', 2]
['цабархiи', 2]
['ккучбацце', 2]
['лед', 2]
['няхъ', 2]
['кибахъа', 2]
['квачiа', 2]
['къугъассе', 2]
['хамис-гiеччашшу', 2]
['гьеллелей', 2]
['букья', 2]
['гiелабил', 2]
['киссе', 2]
['къугъате', 2]
['ледри', 2]
['ахъушан', 2]
['даркьибте', 2]
['бакiибле', 2]
['чамкькидатур', 2]
['ккечба', 2]
['кабухъе', 2]
['булхъе', 2]
['хiябара', 2]
['къай', 2]
['сили', 2]
['эллатте', 2]
['ужиб', 2]
['тамгъне', 2]
['бимдул', 2]
['бицiли', 2]
['тябякъиб', 2]
['гьаиб', 2]
['баш', 2]
['кабже', 2]
['те', 2]
['дурадухъи', 2]
['унзализи', 2]
['духiна', 2]
['кадиили', 2]
['буцiала', 2]
['диахiелли', 2]
['нушара', 2]
['дебшили', 2]
['кабихьи', 2]
['къачасра', 2]
