["hic'ile", 5420]
['taˤtːad', 20]
['qːutːa', 20]
['murtazaʡale', 20]
['cibarakːunaj', 20]
['hanžili', 20]
['diʡʷi', 20]
['raskulačit', 20]
['košelek', 20]
['pa̰ħle', 20]
['aʁlar', 20]
['ʡa̰štːala', 20]
['partallicːille', 20]
['nasredinne', 20]
['χa', 20]
["baˤjk'aj", 20]
['kʷasna', 19]
["k'urk'um", 19]
['xːar', 19]
['argana', 19]
['icːiraχːunne', 19]
['ukaxuble', 19]
['dučːadle', 19]
['dabraˤne', 19]
['čumzil', 19]
['ba̰', 19]
['qa̰p', 19]
['birqe', 19]
['ačːuda', 19]
['soħbatli', 19]
['čaqʷle', 19]
['zaħmatlide', 19]
['irqle', 19]
['uu', 19]
['icːala', 19]
["barq'ibli", 19]
['aˤrχʷle', 19]
["t'agib", 19]
['kabaturre', 19]
['uq', 19]
['hetitːe', 19]
['musːe', 19]
['berčːible', 19]
['daʁʷal', 19]
['burušː', 19]
['ejqale', 19]
['ħa̰žatle', 19]
['musːnaj', 19]
['maxtawlirka', 19]
['ʡasanna', 19]
['hejqːe', 19]
['šːile', 19]
['ʡa̰qunda', 19]
['perwɨj', 19]
['kolχuzli', 19]
['buχuban', 19]
['a̰nda', 19]
['hitːaʁi', 19]
['nigla', 19]
['ʡa̰šaj', 19]
["nik'aknala", 19]
['dabre', 19]
['akːunajla', 19]
['a̰muž', 19]
['bariqaraj', 19]
['uˤlbirgle', 19]
['danre', 19]
['haq', 19]
['hejqːande', 19]
['acːajra', 19]
['qːarqːala', 19]
['duχːuze', 19]
['biʡunne', 19]
['abubakar', 19]
["bec'", 19]
['po', 19]
['aˤrurχud', 18]
['dirqade', 18]
['qar', 18]
['qːure', 18]
["wač'iblarka", 18]
["t'ul", 18]
['buχubil', 18]
['haraj', 18]
['riqːle', 18]
['marijan', 18]
['karim', 18]
['uχːu', 18]
['disː', 18]
["t'asːbukne", 18]
['ič', 18]
["uk'ana", 18]
['akːunaj', 18]
['kubra', 18]
['jatːum', 18]
["c'aχː", 18]
['aˤlgun', 18]
['žurala', 18]
['ħa̰š', 18]
['rusːbaj', 18]
['hači', 18]
['ħužli', 18]
['rusːbala', 18]
['χːa̰kuj', 18]
['oj', 18]
['san', 18]
['arganze', 18]
['sawwarχːib', 18]
['bulqle', 18]
['da̰ħunne', 18]
["c'ize", 18]
['dalʁi', 18]
['luqe', 18]
['dučːiqaraj', 18]
['uši', 18]
['kebičible', 18]
['šuša', 18]
['zazajli', 18]
['aˤburχle', 18]
['bukande', 18]
['kejsːunne', 18]
['ʡuruse', 18]
["haq'", 18]
['deduškːala', 18]
['laˤtːaj', 18]
["rič'aqe", 18]
['χːʷa̰sːa', 18]
['diqːade', 18]
['a̰n', 18]
['cicibikːana', 18]
['barili', 18]
['buršuze', 18]
['unc', 18]
['maħmadwale', 18]
["šiq'anra", 18]
["buc'uk", 18]
["buk'anzil", 18]
["q'alʡali", 18]
["luk'iʁle", 18]
["rač'ibsːaħ", 18]
['burχli', 18]
["bat'mat", 18]
['arsːme', 18]
['a̰nale', 18]
['barkːulaˤne', 18]
['salim', 18]
['bajt', 18]
["ik'tːe", 18]
['šahwalili', 18]
['luqanze', 18]
['χaˤχe', 18]
["bač'adixː", 18]
['nerχːla', 18]
['čto', 18]
['oʁal', 18]
['ʡa̰w', 17]
["aˤbarq'ib", 17]
['ruxle', 17]
['duči', 17]
['maħmadli', 17]
['ħa̰šle', 17]
['χuχ', 17]
["nik'elli", 17]
['allahle', 17]
['dṵrq', 17]
["rucːiq'arre", 17]
['da̰qible', 17]
["nik'acːaj", 17]
['žungaw', 17]
['itilara', 17]
['aˤbirq', 17]
['laˤla', 17]
['bujčːi', 17]
['aˤgur', 17]
['ruχe', 17]
['jaˤra', 17]
['čej', 17]
['kejčible', 17]
['rurχlačːuda', 17]
['cale', 17]
['uχubze', 17]
['šinra', 17]
["rekc'ale", 17]
['ča̰qba̰χible', 17]
['qalʁe', 17]
['mašnara', 17]
["haq'licːe", 17]
['iχtːurka', 17]
['urχande', 17]
['burχanze', 17]
["wač'ibze", 17]
['ča̰χible', 17]
['qːarχala', 17]
['sːa̰ħ', 17]
['cebe', 17]
['qːurušli', 17]
['dircle', 17]
["dik'ade", 17]
['derʁʷi', 17]
["q'arme", 17]
['urkre', 17]
['cːacːe', 17]
["aˤrk'ʷle", 17]
['dircːible', 17]
['ʡa̰šːnaj', 17]
['qːṵčːra', 17]
["k'amšːa", 17]
['raturre', 17]
['argud', 17]
['darsːre', 17]
['upːaturre', 17]
['urχade', 17]
["q'use", 17]
['ričible', 17]
["č'ʷallira", 17]
['cːadala', 17]
['qaršːu', 17]
['burušːme', 17]
["ruq'ijatla", 17]
['cːadaj', 17]
['maχː', 17]
['sur', 17]
["wač'iban", 17]
['sawarižat', 17]
['wa̰raliban', 17]
['labahna', 17]
["c'iq'oj", 17]
['burušːli', 16]
['jaʁarib', 16]
['digla', 16]
['ištːaj', 16]
['iban', 16]
['dujnali', 16]
['ʡa̰qunze', 16]
['ile', 16]
["q'ade", 16]
['qalbala', 16]
['darsːe', 16]
['keribda', 16]
['la̰mze', 16]
['rug', 16]
['ħapːa', 16]
['čːime', 16]
['warq', 16]
['bičːibda', 16]
['bala', 16]
['rucuble', 16]
['iblira', 16]
["ʡa̰t'inze", 16]
['sːa', 16]
['čaqːal', 16]
['la̰pːe', 16]
['insanira', 16]
['wa̰rra', 16]
['agurrarka', 16]
['uči', 16]
['jaqibda', 16]
["luk'le", 16]
['ʡurra', 16]
['dukle', 16]
['dukan', 16]
['ʁa̰bala', 16]
['mašnaje', 16]
['tːuragur', 16]
["ħa̰mk'", 16]
['bolʲnicːali', 16]
["durk'ande", 16]
['bursuble', 16]
['babuškːara', 16]
['buzil', 16]
["dač'ale", 16]
['čumiban', 16]
["kat'ible", 16]
['uqalli', 16]
['aršːi', 16]
['aršːe', 16]
['daˤkːurre', 16]
['dijarkːne', 16]
["t'amsːre", 16]
['duχːu', 16]
['ancacːille', 16]
['sːusːul', 16]
["rebč'ibze", 16]
['balag', 16]
['icːanze', 16]
['cibarakːunajla', 16]
['ħa̰žibutːaj', 16]
['bursubi', 16]
['ričːibda', 16]
['marzijat', 16]
['a̰t', 16]
['bahme', 16]
['manasli', 16]
['duqːi', 16]
["mabarq'ab", 16]
['ibrahim', 16]
['cːe', 16]
['da̰rqːib', 16]
['pensija', 16]
['urχud', 16]
['sa̰ħdu', 16]
['icːiraχːun', 16]
['icːiwaχːun', 16]
['raxande', 16]
['hagitːe', 16]
['markːule', 16]
['derčːi', 16]
['ba̰li', 16]
['urišːible', 16]
['interesnojle', 16]
['raz', 16]
['srazu', 16]
['cicebikːana', 16]
['ma̰ržanat', 16]
['ʡatːi', 16]
['konišno', 16]
['bicːilide', 16]
['aˤbikːar', 15]
['uˤlbe', 15]
['ʡa̰ħmatχan', 15]
["bac'are", 15]
['aˤba̰ħunda', 15]
['ohohoj', 15]
['kerisːunne', 15]
['určira', 15]
['ša̰ħpe', 15]
['rirqade', 15]
["razaq'", 15]
['ħajwanira', 15]
["barq'ilaj", 15]
['kamle', 15]
['lamč', 15]
["χːart'", 15]
['urχubli', 15]
['zamana', 15]
['sːuqːurze', 15]
["k'aˤk'ila", 15]
['mut', 15]
["warq'ib", 15]
["q'urbanisma̰ʡil", 15]
['položenie', 15]
['ah', 15]
['argandi', 15]
['barcːad', 15]
["barq'aja", 15]
["barq'ar", 15]
['dursane', 15]
['χːude', 15]
['χːṵrre', 15]
['a̰nze', 15]
['bilačːu', 15]
['šara', 15]
['dalʁunne', 15]
['helizira', 15]
['diχurre', 15]
['qːṵčːla', 15]
["cunzik'al", 15]
['marzle', 15]
['bit', 15]
['aχːaraj', 15]
['čehdišːible', 15]
['banʲa', 15]
['harχʷle', 15]
['bikːan', 15]
['duχːulide', 15]
["q'araqan", 15]
['čaqːʷa', 15]
['χːa̰b', 15]
['qːušli', 15]
['nisːicːille', 15]
["maq'ara", 15]
['ʡa̰qi', 15]
['kalabuχarra', 15]
['itːacːille', 15]
['dijarkːa', 15]
['ručːekričible', 15]
['čebiχi', 15]
['itːalara', 15]
['berta', 15]
['χuržmira', 15]
['mirza', 15]
['ruχːu', 15]
['maħallali', 15]
['daj', 15]
["rebč'ibsːaħ", 15]
['žihile', 15]
['carali', 15]
['raqib', 15]
["t'asːbukun", 15]
['šišːu', 15]
["xuc'nu", 15]
['haramatːirka', 15]
["šːut'", 15]
['uˤlirgle', 15]
['čekeble', 15]
['heχitːe', 15]
['dilʡʷle', 15]
["ruk'utːi", 15]
['itle', 15]
['ʁapːar', 15]
['zakon', 15]
['isːi', 15]
['rabdanna', 15]
['qaʁre', 15]
["c'urme", 15]
['čagurre', 15]
['raqi', 15]
['wnučka', 15]
['amχacːille', 15]
['murala', 15]
["šːejt'ne", 15]
['tretij', 15]
['tašːe', 15]
["č'ol", 15]
['χʷalaze', 15]
['bačːu', 15]
['ʡasanʡusen', 14]
['cilizil', 14]
['aˤrχud', 14]
['ʡa̰bxːne', 14]
['zaħmate', 14]
['duˤ', 14]
['cuna', 14]
['ħa̰žatli', 14]
['ħalal', 14]
['ulglakːu', 14]
['durse', 14]
['kej', 14]
['šːan', 14]
['barsːe', 14]
['na̰qːle', 14]
["k'ak'amla", 14]
['uˤlbata', 14]
['a̰rarka', 14]
['balʁunne', 14]
['azajniqale', 14]
['ħadurre', 14]
['taˤra', 14]
["paq'ira", 14]
['li', 14]
['buqːa', 14]
['ʡa̰štːan', 14]
['qalira', 14]
['ba̰ħunda', 14]
['aˤda̰ħunda', 14]
["nik'alaj", 14]
['acːajli', 14]
['ikːle', 14]
['pasadze', 14]
['ʡalila', 14]
['čebze', 14]
['rekːra', 14]
["čumk'al", 14]
['carara', 14]
['ulqle', 14]
['bukːle', 14]
['duχubda', 14]
['sorok', 14]
['uˤlbaturre', 14]
['xːunbe', 14]
['maχačkalali', 14]
["barq'ibi", 14]
['dukanni', 14]
["hic'illille", 14]
['aˤruχuble', 14]
['heχize', 14]
['nixːalara', 14]
['iχišːu', 14]
['aˤtːra', 14]
['baʡanra', 14]
['pajt', 14]
['luqunda', 14]
['ʡa̰šːnala', 14]
['durχandi', 14]
["dirq'anar", 14]
['kisali', 14]
['čekbišːible', 14]
['biqːe', 14]
['ba̰gal', 14]
['bṵqṵnize', 14]
['rirkːle', 14]
['sačibda', 14]
['nabtː', 14]
['raˤkːurre', 14]
["q'ullala", 14]
['dekː', 14]
['dercːan', 14]
['ilakːu', 14]
['uj', 14]
['ruχːuj', 14]
['qːasinra', 14]
['parχil', 14]
['bursanda', 14]
['casːaħlirka', 14]
["ʡa̰t'ina", 14]
['kejsːi', 14]
["aˤbirq'id", 14]
["ucːbiq're", 14]
['maburse', 14]
['sahrat', 14]
['ʡajib', 14]
['qine', 14]
["birq'anzil", 14]
['χasawʲurtli', 14]
['χaˤtːaj', 14]
['itːajšːu', 14]
['itaqib', 14]
['kːušanze', 14]
["q'irq'irze", 14]
["č'ʷallara", 14]
["aˤrk'ʷla", 14]
['buči', 14]
['čiraʁ', 14]
['rewolʲucija', 14]
['luqunne', 14]
['berčib', 14]
["t'asː", 14]
['belχun', 14]
['dalč', 14]
['na̰qːbe', 14]
['šinnicːe', 14]
['χːʷa̰', 14]
["biq're", 14]
['nusːili', 14]
['šilazi', 14]
['lace', 14]
['caible', 13]
['aˤrgud', 13]
['nigra', 13]
['agalla', 13]
["k'ume", 13]
['agurride', 13]
['hačib', 13]
['dujnara', 13]
['rudil', 13]
["ucːiq'arre", 13]
["čatːač'ibze", 13]
['ware', 13]
["aq'le", 13]
['xadilišːu', 13]
['iχtːura', 13]
['bikːa', 13]
['ʁa̰warze', 13]
['ʡa̰rkːaze', 13]
['zura', 13]
['a̰ħ', 13]
['hitːiuqunne', 13]
['dekːbe', 13]
['jerčibda', 13]
["ruq'ijatle", 13]
['ḭrχḭble', 13]
['baˤkːuj', 13]
['χuržam', 13]
['duq', 13]
["rik'le", 13]
['admiqala', 13]
["irq'ande", 13]
['galala', 13]
['kʷasa', 13]
['ditaqib', 13]
['ħabullahqala', 13]
["q'aqne", 13]
['aˤšːu', 13]
['uhar', 13]
["dik'ar", 13]
['ja̰ħunne', 13]
['bažar', 13]
["ʡa̰t'in", 13]
['učir', 13]
['prinimat', 13]
['mašnali', 13]
['čakma', 13]
['cahrar', 13]
['baxanze', 13]
['bartande', 13]
["ač'ila", 13]
['kebiče', 13]
['jaqi', 13]
['sejqːande', 13]
['a̰rarkala', 13]
['dokːumente', 13]
['ša̰ba̰n', 13]
['cabaħra', 13]
['kadaturre', 13]
['baqinda', 13]
['arcre', 13]
['pirmajaj', 13]
['maħdiqala', 13]
["q'ujra", 13]
['čebzira', 13]
["mit'rila", 13]
['qa̰χible', 13]
['čːiχa̰nni', 13]
["barq'ili", 13]
['sːana', 13]
["mic'ire", 13]
['amχa', 13]
["bubk'ande", 13]
['χaˤmara', 13]
['wadra', 13]
['babajqalad', 13]
['waˤdira', 13]
['naloke', 13]
['ucːile', 13]
["nik'ellicːille", 13]
['budeble', 13]
["int'eresnojze", 13]
['rurχlačːu', 13]
['zar', 13]
['ħa̰rχle', 13]
['ħa̰žatze', 13]
['zane', 13]
["k'aˤmara", 13]
['babajqale', 13]
["q'ullali", 13]
['kalabikːana', 13]
['lailaha', 13]
['dušukːule', 13]
['agudale', 13]
['kači', 13]
['kararcːurre', 13]
['banah', 13]
['wa̰rarra', 13]
['hejqːle', 13]
['dirqe', 13]
['waˤkːurre', 13]
['musːara', 13]
["aˤbač'ib", 13]
['rabazanna', 13]
['uχːuze', 13]
['urkuralicːille', 13]
["dirq'ana", 13]
['šahwalila', 13]
['ognili', 13]
['sulle', 13]
['babuškːala', 13]
['aʁnasarka', 13]
['ħal', 13]
["ik'ra", 13]
['zulpijat', 13]
['waˤkːuze', 13]
['χan', 13]
['χːunča', 13]
['dertːi', 13]
['šːilli', 13]
['saqːi', 13]
["čaburq'utːne", 13]
['maχːre', 13]
['na̰qːa', 13]
['majar', 13]
['asːib', 13]
['irχible', 13]
['šiχale', 13]
['obšːežitieli', 13]
['tuda', 13]
['hadaχe', 13]
['riqːanda', 13]
['kuχnʲali', 13]
['tama', 13]
['rudeble', 12]
['uxle', 12]
["dirq'ane", 12]
['diruj', 12]
['darsː', 12]
['iqːle', 12]
['qa̰rqle', 12]
['parča', 12]
['aˤbda', 12]
["rirq'ande", 12]
['aˤruχubda', 12]
['aχir', 12]
["k'uc'ul", 12]
['rebč', 12]
['ʡari', 12]
['riqːade', 12]
['χabaraj', 12]
['χalil', 12]
['dursub', 12]
['salam', 12]
['ħa̰žatlakːu', 12]
['ucːbad', 12]
['čadze', 12]
['lac', 12]
['busurman', 12]
['ba̰la', 12]
['baˤnad', 12]
['babajšːu', 12]
['qːa̰ran', 12]
['qːuʁaze', 12]
['sala', 12]
['čuja', 12]
["tusnaq'", 12]
['ruχubze', 12]
["q'ʷa̰me", 12]
["aˤbarq'ibda", 12]
['caraiban', 12]
['šušara', 12]
["ik'ar", 12]
['rurχlakːu', 12]
['χidre', 12]
['šahuj', 12]
['ʡa̰rχːa̰li', 12]
["birq'id", 12]
['žerbe', 12]
["ruk'ana", 12]
['mašːlaˤne', 12]
['ħa̰ša', 12]
["luk'iʁi", 12]
['jaˤge', 12]
['dujnalicːe', 12]
['bugun', 12]
['hajrahaj', 12]
['luganze', 12]
['xːarbiʁle', 12]
['argan', 12]
['mataj', 12]
['čarʁʷe', 12]
['služit', 12]
['tːez', 12]
['χurumla', 12]
["dač'ibsːaħ", 12]
['buχublide', 12]
['kalarkazil', 12]
['durχari', 12]
['cula', 12]
['čuqne', 12]
['kabarcːurre', 12]
['waħ', 12]
['okazɨwaeca', 12]
['osobenno', 12]
["bik'anze", 12]
["rarq'iban", 12]
['šilazil', 12]
['χaˤχila', 12]
['duχːuj', 12]
['ʁamkan', 12]
['bicible', 12]
['saxuble', 12]
['urbišːible', 12]
['macːalicːille', 12]
['derčibda', 12]
['xːunaˤnirka', 12]
['dikːuble', 12]
['daršaze', 12]
['sːuqːur', 12]
['urχlakːu', 12]
['arčukːe', 12]
['berguble', 12]
['diqa̰χible', 12]
["č'abaq'ibdi", 12]
['patːne', 12]
['musala', 12]
['igira', 12]
['ʡa̰nčːijala', 12]
['čekdišːible', 12]
["dic'ibze", 12]
['lugande', 12]
['za', 12]
['tomarka', 12]
['qːarqːara', 12]
['čerkbišːible', 12]
['ruχubsːaħ', 12]
["q'apa", 12]
['kadarcːurre', 12]
["bik'lakːu", 12]
['χːa̰bracːe', 12]
['maχːrira', 12]
['allahli', 12]
['belgʷi', 12]
["k'omarka", 12]
['jaˤj', 12]
['mičičaj', 12]
['rajon', 12]
['χːʷalaknad', 12]
['saqunne', 12]
['rabočij', 12]
['raħma', 12]
['qːarili', 12]
["čaburq'utːe", 12]
['jaʁible', 12]
['agurdi', 12]
['ħa̰χible', 12]
['urkurali', 12]
['rulqle', 12]
['kamilat', 12]
['moment', 12]
['učirri', 12]
['aˤbikːle', 12]
['čerkre', 12]
['qːuršaʁ', 12]
['ra̰ħimat', 12]
["t'amsː", 12]
['duzid', 12]
["bak'ar", 12]
["luk'ande", 12]
['cilicːirka', 12]
['žabrail', 12]
['dijalle', 12]
['duqu', 12]
['ʡabdullah', 12]
['aʁible', 12]
['cacara', 12]
["aˤbarq'ibze", 12]
['urbirxːande', 12]
['qːundaʁ', 12]
['marze', 12]
['lašan', 12]
["t'ulejme", 12]
['naprimer', 12]
['bolee', 12]
['kirpiče', 12]
['cebikːana', 12]
["aˤdurč'id", 12]
['ba̰mba̰gla', 12]
['wadijal', 12]
['kirež', 12]
['saˤħdu', 12]
['postupit', 12]
['ħabibat', 11]
['ʡurri', 11]
['saruqunne', 11]
['qṵč', 11]
['sarrarχːib', 11]
['sːunče', 11]
['ʁam', 11]
["duq'le", 11]
['allahu', 11]
["k'ult'ara", 11]
['da̰wʡilicːirka', 11]
['dursuble', 11]
['duχːulačːu', 11]
["čatːač'ible", 11]
["c'ali", 11]
["hic'ilira", 11]
['ja̰ħunda', 11]
['bikːanze', 11]
['ʡabid', 11]
['mišize', 11]
["t'ule", 11]
["bač'iban", 11]
['kadarcːe', 11]
['šahrulicːe', 11]
['dablutluze', 11]
['kːurtːme', 11]
['diqːe', 11]
['soħbataj', 11]
['sejqːle', 11]
['nikːnaj', 11]
["q'abul", 11]
['haqːa', 11]
['irkːle', 11]
['bugunne', 11]
['aˤhbaχurda', 11]
['buqːi', 11]
["čadarq'ible", 11]
["k'at'aj", 11]
['určula', 11]
['qačila', 11]
['bursaj', 11]
['urkurara', 11]
['žilil', 11]
['murqe', 11]
["sowet'", 11]
['hitːa̰χible', 11]
["hediq'unda", 11]
['zaħmat', 11]
['ħadis', 11]
["rik'ar", 11]
['isːande', 11]
["dirq'andi", 11]
['duχi', 11]
['direktur', 11]
['purma', 11]
["q'ulla", 11]
['cːame', 11]
['šinne', 11]
['uχublide', 11]
['baši', 11]
['iticːe', 11]
['saqːibda', 11]
['buče', 11]
["q'aq'aze", 11]
['burχublide', 11]
['kːušande', 11]
['kːa̰', 11]
['kːiše', 11]
['derʁubze', 11]
['uˤlrirgle', 11]
['cilirka', 11]
['aˤrurχar', 11]
['lejqle', 11]
['baqibze', 11]
['dašʷi', 11]
["q'ṵlaj", 11]
['ʁṵb', 11]
['dikːar', 11]
['gulaj', 11]
['uše', 11]
['trudowoj', 11]
['ħalħalla', 11]
['baršːu', 11]
['saqːaja', 11]
['ʁamkanad', 11]
['buχubzil', 11]
['god', 11]
['iχtːira', 11]
["k'aˤtːala", 11]
['sapːarχːible', 11]
['tːuraʁi', 11]
['bursubda', 11]
['capːara', 11]
['aˤbartle', 11]
["barq'ibdi", 11]
['mastːer', 11]
['ja̰lle', 11]
['arcli', 11]
['waˤdijalla', 11]
['wtoroj', 11]
["k'ač", 11]
["buc'uk'ala", 11]
["dirq'baˤne", 11]
['uncːasa', 11]
['zarar', 11]
['nisːijala', 11]
['baˤkːusːaħ', 11]
['tːa̰ħne', 11]
['deduškːale', 11]
['režla', 11]
["q'ṵlala", 11]
['χozʲajstwo', 11]
["bit'laˤne", 11]
["q'ṵlira", 11]
['mammala', 11]
['bakre', 11]
['sarbuqːaj', 11]
['wahli', 11]
["ik'ande", 11]
['dučːaʁible', 11]
['jerčib', 11]
['jaban', 11]
['raqnaze', 11]
['daqe', 11]
['qarrirka', 11]
["dirq'aze", 11]
['tamašalaze', 11]
['duχːanze', 11]
['aˤduχuble', 11]
['belč', 11]
['durχi', 11]
['hadaʁice', 11]
['musibutːaj', 11]
['duχaraj', 11]
["c'aq'le", 11]
['duχtːur', 11]
['ħa̰žatlide', 11]
['rirqle', 11]
['qːarira', 11]
['urχːbe', 11]
['uncːara', 11]
['baʁible', 11]
['admiqalad', 11]
['milica', 11]
["wač'ibi", 11]
['hambičibda', 11]
['čaxuble', 11]
['waturre', 11]
['ħa̰kime', 11]
['čersdertːible', 11]
['kebda', 11]
['uda', 11]
['uˤlbati', 11]
['darkːʷan', 11]
['tolʲki', 11]
['bazarri', 11]
['kedisːunne', 11]
['bḭrχle', 11]
["čelt'ane", 11]
['din', 11]
["č'aaˤbaq'ibda", 11]
['ʁumikan', 11]
['nisːirka', 11]
["dik'lakːu", 11]
['nojabirri', 11]
['hitːiduqunne', 11]
["barq'li", 11]
['rerčib', 11]
['dawʡala', 11]
['šalbuz', 11]
["šik'arra", 11]
["jebč'iblarka", 11]
['dibirʡale', 11]
['qːul', 11]
['aˤbuku', 11]
['šːukre', 11]
['rukːle', 11]
["c'atːarre", 11]
['habuχi', 11]
['mista', 11]
['aˤruχubze', 11]
['mawlud', 11]
['ħajwanala', 11]
['a̰šːahra', 11]
['sažu', 11]
['lakː', 11]
['daˤkːuze', 11]
['bikːagurre', 11]
['a̰nde', 11]
['ba̰qib', 11]
['rasul', 11]
['harakrible', 11]
['obšːij', 11]
['barχlirka', 11]
['qːarqːne', 11]
['ʁa̰rʁa̰le', 11]
['da̰', 11]
['hadaχi', 11]
['caca', 11]
['do', 11]
['suˤda', 11]
['wosʲmoj', 11]
['s', 11]
['bɨ', 11]
['ħa̰rχe', 11]
['ibde', 11]
['jaħjaže', 11]
['χadaχaj', 11]
["cilik'arra", 10]
['aˤnda', 10]
["c'ara", 10]
["bek'licːe", 10]
['taˤtːira', 10]
['dertːible', 10]
['χažatra', 10]
['igra', 10]
['margu', 10]
['ta̰ħlale', 10]
['ukeble', 10]
['bikːuble', 10]
["datːiq'arrišːu", 10]
['sawwarχːible', 10]
['ča̰qra̰χe', 10]
['ʡalira', 10]
['rikːananne', 10]
['žins', 10]
['ʡa̰ntːakan', 10]
['šːuq', 10]
['eja', 10]
['bakara', 10]
['babajqala', 10]
["buk'an", 10]
["ruč'le", 10]
['a̰na', 10]
['aˤja̰ħunda', 10]
['aˤχuble', 10]
['ra̰rqːible', 10]
['šːimacːe', 10]
["t'alab", 10]
['udar', 10]
['aˤruχinda', 10]
["bač'aze", 10]
['duč', 10]
['bajtre', 10]
['dalaj', 10]
['zaˤ', 10]
['sanijat', 10]
['ixub', 10]
['rangla', 10]
['soldate', 10]
['aminat', 10]
['ištːira', 10]
['kubtːre', 10]
['qa̰ħ', 10]
["q'ast", 10]
["datːiq'arri", 10]
['tːa̰ħnaj', 10]
['sːejʁat', 10]
['rabazanne', 10]
['čadle', 10]
['imitajle', 10]
['ħabullah', 10]
['χabarri', 10]
['imitajla', 10]
['balbičible', 10]
['rurχud', 10]
['kulpatlicːille', 10]
['kːarcːira', 10]
['aʁʷarra', 10]
['cːa', 10]
['kːata', 10]
['čejxuble', 10]
['tamašne', 10]
['birkːle', 10]
['rabazanra', 10]
["barq'idaruj", 10]
["k'ut'", 10]
["jebč'ibze", 10]
['zirizme', 10]
["mašejt'", 10]
['uˤlbaturda', 10]
['uχubsːaħ', 10]
["bek'li", 10]
['bitaqible', 10]
['šːalali', 10]
['buχubane', 10]
['elgunze', 10]
["p'ap'rusː", 10]
['bitalsːle', 10]
['sːuraquj', 10]
['čaχi', 10]
['cizilra', 10]
['dukande', 10]
['duχublidi', 10]
["dač'ibane", 10]
["sult'an", 10]
['čujšːu', 10]
["bit'al", 10]
["barq'iblide", 10]
['urχar', 10]
['ʡa̰člirka', 10]
['ħa̰na', 10]
['bṵqṵnne', 10]
['bujkːuble', 10]
['ʡumarri', 10]
["k'apːre", 10]
["k'ak'am", 10]
["k'amšːne", 10]
['dič', 10]
['busle', 10]
['qa̰rχle', 10]
['murara', 10]
['čaqʷne', 10]
['oktʲabirri', 10]
['majli', 10]
['diana', 10]
["q'uli", 10]
["k'uk'ula", 10]
['dukade', 10]
['šːicːira', 10]
["c'abarxːle", 10]
["q'uma", 10]
['durχanze', 10]
['bukade', 10]
['bajramqala', 10]
['arsːmala', 10]
["ʡa̰bc'ale", 10]
['kebišːi', 10]
['sadaħla', 10]
['nisːira', 10]
['aˤdurč', 10]
['ħajwanaj', 10]
['utːle', 10]
['nerχːbe', 10]
["bek'ali", 10]
['bogatɨj', 10]
['šːime', 10]
['qːarbe', 10]
["nik'azaj", 10]
["ucːiq'arri", 10]
['ikːanze', 10]
["rik'ande", 10]
['sa̰ħbat', 10]
["q'urq're", 10]
['gulgulze', 10]
['haburχanze', 10]
['čaʁible', 10]
['ħaram', 10]
['ʡusban', 10]
["q'ṵlajšːu", 10]
['burunz', 10]
['kːa̰liban', 10]
['qːa̰ranra', 10]
['iχicːille', 10]
["barq'ibzil", 10]
["q'urca", 10]
['uχuban', 10]
["duk'ulize", 10]
['aˤgaraj', 10]
["ħa̰mk'ze", 10]
['alkːme', 10]
['daxatːaj', 10]
['haratːiti', 10]
['žejle', 10]
['bičːibze', 10]
["tːuradač'ible", 10]
['dekʷla', 10]
['dukanče', 10]
['barχ', 10]
['laˤtːacːille', 10]
['hadaʁibda', 10]
["kašit'dixːli", 10]
['kurbala', 10]
['hatːaqib', 10]
["k'aˤtːaj", 10]
['ba̰lirka', 10]
["q'ṵrq", 10]
["jebč'ibi", 10]
['busurmane', 10]
['mallamne', 10]
['teriberdila', 10]
['aˤbuχaraj', 10]
['qːužale', 10]
['šahwalile', 10]
['keri', 10]
['qːurušra', 10]
['kizlʲarri', 10]
['ʡašurra', 10]
['biχurre', 10]
['da̰ħunda', 10]
['dirʁʷlad', 10]
["hebiq'un", 10]
['urraturre', 10]
['bikːlakːu', 10]
['qabaʁice', 10]
['nixːalakne', 10]
['delč', 10]
['derčʷi', 10]
['ʡa̰nune', 10]
['derčːible', 10]
['daxanze', 10]
['dursubane', 10]
['ruχisar', 10]
['cinnara', 10]
["kːa̰c'ale", 10]
['načalʲnik', 10]
["pat'ezaj", 10]
['kedirxːande', 10]
['kːale', 10]
['ʡapːas', 10]
['samanijat', 10]
['zawutli', 10]
['na̰qːbira', 10]
['iχtːacːille', 10]
['ʡarbala', 10]
["q'armaj", 10]
['nebe', 10]
['uqze', 10]
['bɨlo', 10]
['dirci', 10]
['soħbat', 10]
['ʁʷadirka', 10]
['nawernoe', 10]
['baˤčːuj', 10]
['dulʁle', 10]
['igade', 10]
['kare', 10]
['bakːu', 10]
['pikrilirka', 10]
['wozmožno', 10]
['χatːe', 10]
['ʡa̰štːarka', 9]
['ʁa̰bira', 9]
['jaqa', 9]
["k'urk'ma", 9]
['barxː', 9]
['bašir', 9]
["a̰mq'ze", 9]
["barq'aj", 9]
['qːajʁe', 9]
["q'annili", 9]
['kːancːnarri', 9]
['urχana', 9]
['mebirq', 9]
['tːurabičible', 9]
['ruχublarka', 9]
['cilara', 9]
["q'ulħu", 9]
['aˤruχub', 9]
['barira', 9]
['iltːala', 9]
['babajlara', 9]
['duci', 9]
['qilaχːʷa', 9]
['ačːutːi', 9]
