['ищал', 330]
['вухьудак1ундакьивахх', 1]
['дилар', 1]
['вол1асиниркьи', 1]
['кандидатурал', 1]
['секретарьщуд', 1]
['миничи', 1]
['герой', 1]
['вац', 1]
['гигьублъи', 1]
['-вудире', 1]
['ракьиццебира', 1]
['рельираххе', 1]
['вулищдуб', 1]
['экьибахх', 1]
['кандидатлъохх', 1]
['гьардуду', 1]
['коммунистлъоххин', 1]
['оренбургский', 1]
['училищелъилар', 1]
['гьобкъолалъилагива', 1]
['университетлъила', 1]
['ин', 1]
['иностранный', 1]
['факультетлъил', 1]
['тухалдала', 1]
['пропаганды', 1]
['орготдела', 1]
['особенный', 1]
['заведующим', 1]
['отделом', 1]
['культуры', 1]
['ц1елува', 1]
['проверкалъид', 1]
['ц1елук1уй', 1]
['завбиблиотекой', 1]
['декретулар', 1]
['йиал1а', 1]
['ессак1ундакьехх', 1]
['ах1улилда', 1]
['бикьи', 1]
['бехьвав', 1]
['приковать', 1]
['к', 1]
['постели', 1]
['ищду-инлъи', 1]
['им', 1]
['миъ', 1]
['минаргьек1вал', 1]
['вульохх', 1]
['мищдирагьагива', 1]
['авариял', 1]
['бел1оххин', 1]
['уборщицал', 1]
['тухалал', 1]
['йиабкъолал', 1]
['цекулублъина', 1]
['инлъиъ', 1]
['мак1алакьибахх', 1]
['вудугуйа', 1]
['есседегу', 1]
['обязательном', 1]
['порядке', 1]
['вудилъилъа', 1]
['временно', 1]
['завбиблиотекарьлъиях', 1]
['йик1веду', 1]
['халит', 1]
['кьиваххин', 1]
['ц1олодинец', 1]
['такой', 1]
['здоровый', 1]
['-динди', 1]
['эвасс', 1]
['дула', 1]
['масуб', 1]
['гьев', 1]
['рейкомлъиларла', 1]
['третий', 1]
['пирмух1амащуд', 1]
['вохьубикьохх', 1]
['гьадугува', 1]
['гьалу-гьалува', 1]
['гьобк1унда', 1]
['рейкунлъил', 1]
['изнул', 1]
['гьач1охх', 1]
['вуял', 1]
['ессех', 1]
['коммунистдил', 1]
['к1уми', 1]
['кумекла', 1]
['гьощдубдалъилар', 1]
['трубкади', 1]
['къандегу', 1]
['ах1их1ур', 1]
['биг1алде', 1]
['рекумлъилагива', 1]
['бухъохх', 1]
['гигьассиби', 1]
['мац1ц1ич1ибаххкьи', 1]
['гьинкьяб', 1]
['гьанилагия', 1]
['г1абасид', 1]
['г1абас', 1]
['зуботехник', 1]
['нашего', 1]
['селения', 1]
['был', 1]
['записка', 1]
['гьай', 1]
['йильэххегу', 1]
['дядя', 1]
['хъутанлъила', 1]
['йиал1е', 1]
['вулъилъа', 1]
['хьолъидублъибахх', 1]
['дъ', 1]
['култу', 1]
['культуралъила', 1]
['уборщицалъина', 1]
['ессакьехх', 1]
['дигьар', 1]
['вулу', 1]
['ечита', 1]
['тамасханид', 1]
['второй', 1]
['секретарщуд', 1]
['бич1ч1улибахх', 1]
['гидак1убда', 1]
['дила', 1]
['къораг1ач1и', 1]
['заведующий', 1]
['отдельно', 1]
['вусак1алъин', 1]
['мац1ц1е', 1]
['бщдилар', 1]
['ессе', 1]
['бессе', 1]
['культуралъи', 1]
['гьач1икьибахх', 1]
['инщалла', 1]
['вол1убкъола', 1]
['рехьул1егу', 1]
['бакъибаххин', 1]
['первичный', 1]
['партийный', 1]
['организациялъид', 1]
['колхозникщул1а', 1]
['автомашина', 1]
['жигуликьибахх', 1]
['допустим', 1]
['бехьол1егу', 1]
['гьощдувги', 1]
['трактористщула', 1]
['хьов', 1]
['ихьващул1а', 1]
['ходатайствог', 1]
['рекабади', 1]
['секретарьщулар', 1]
['-гьаре', 1]
['гидуре', 1]
['вос', 1]
['чубге', 1]
['ходатайствоват', 1]
['гирахх', 1]
['лъолъа', 1]
['рехьуре', 1]
['нуул1ере', 1]
['машиндалъа', 1]
['вущудла', 1]
['кекьи-кельагиба', 1]
['маржанаткьидуй', 1]
['ах1улохх', 1]
['белали', 1]
['рекунлъил', 1]
['рехьул1а', 1]
['мух1амарасулщув', 1]
['эфсиолъила', 1]
['гигьабеда', 1]
['рихьиде', 1]
['гьакура', 1]
['паспортибил', 1]
['паспортибала', 1]
['доверенносдил', 1]
['хъолирахх', 1]
['направо-налево', 1]
['гьакул', 1]
['кекьигьир', 1]
['гьабдалъил1и', 1]
['бухьудеч1и', 1]
['х1илла-х1исаблъил1ир', 1]
['чуруклъирил1ир', 1]
['вол1ида', 1]
['бессибахе', 1]
['вук1едегу', 1]
['61', 1]
['года', 1]
['сей', 1]
['день', 1]
['до', 1]
['смерти', 1]
['компаниялъил1и', 1]
['не', 1]
['будет', 1]
['мух1амагъазищуд', 1]
['изани', 1]
['вук1авкъола', 1]
['бекъищи', 1]
['колхоз', 1]
['колхузлъил', 1]
['гьинц1ц1абахъиба', 1]
['лал-', 1]
['бечитабкъола', 1]
['бессида', 1]
['хъаравуллъири', 1]
['гьункъеду', 1]
['гинда', 1]
['багъала', 1]
['вочитохегу', 1]
['ечитех', 1]
['кьоне-', 1]
['искалатлъинди', 1]
['гьач1инда', 1]
['гьурабахин', 1]
['х1ажатхан', 1]
['атач1уб', 1]
['эбалирах', 1]
['к1ек1и-лъаби', 1]
['хъап', 1]
['перч1инил', 1]
['г1адамира', 1]
['атидарагъи', 1]
['вук1авгищува', 1]
['вугире', 1]
['къелъинаби', 1]
['эбалуб', 1]
['алъивалъи', 1]
['рагьадива', 1]
['кансиларлъилар', 1]
['вохьавкъола', 1]
['-минди', 1]
['т1амубчик1уни', 1]
['-ищал', 1]
['искалатлъилар', 1]
['баг1алучик1уни-', 1]
['-баг1алини-', 1]
['баг1алел', 1]
['баг1алибахин', 1]
['бигь-', 1]
['бигьиделик1уни', 1]
['бессич1ибахин', 1]
['-вуб', 1]
['хьолъасчик1уни', 1]
['минди-кьи', 1]
['гаргалёхе', 1]
['-гьанк1ук1уни', 1]
['бигьич1ини', 1]
['мук1урлъидавагъох', 1]
['бухъу-бухъуб', 1]
['галил', 1]
['масабахегу', 1]
['бигьини', 1]
['гигьини', 1]
['бехьвени', 1]
['гьарук1к1алъидла', 1]
['миндил', 1]
['гьадид', 1]
['мук1урлъох', 1]
['гьалмагъадилулар', 1]
['вулиду-', 1]
['изанилал', 1]
['-воре', 1]
['масасиби', 1]
['г1адамилар', 1]
['мусалащуба', 1]
['балъгулъири', 1]
['бекъищасиби', 1]
['изанидад', 1]
['бекъищири', 1]
['лъалхъили', 1]
['имуимал', 1]
['мигъакъол1и', 1]
['мигъабекьох', 1]
['мигъибахе', 1]
['гъардимигъи', 1]
['гъардимигъала', 1]
['гьек1уд', 1]
['гьигьелъуб', 1]
['гьанл1ичи', 1]
['гьабеъ', 1]
['жибегиъ', 1]
['вулугуъ', 1]
['гьещда', 1]
['мак1а-мак1ал1и', 1]
['мигъе', 1]
['гьобкъол1и', 1]
['мигъагъабе', 1]
['бикьакъили', 1]
['кулулъи', 1]
['партизандикьидубе', 1]
['гьабажу', 1]
['гьудулавчи', 1]
['вудул1ир', 1]
['гьебела', 1]
['гьаба-гъабажубахин', 1]
['кьанк1ялал', 1]
['кавуларла', 1]
['гьабк1уни', 1]
['этабесседегуни', 1]
['баххаледегуни', 1]
['гьарук1к1алъилар', 1]
['кьуралич1ибах', 1]
['гьабкьибах', 1]
['къелъинени', 1]
['бук1ач1ибах', 1]
['гьарук1к1алъид', 1]
['йиэл', 1]
['йиэхин', 1]
['йик1охе', 1]
['къелъина', 1]
['йик1вех', 1]
['зам', 1]
['биг1идаягъехин', 1]
['насрудинщукьиял', 1]
['лъебех', 1]
['баъ', 1]
['белаледекьил', 1]
['кьонибах', 1]
['бессох', 1]
['хеххибач1илъивах', 1]
['къелъинла', 1]
['хъамохин', 1]
['гьин-', 1]
['гьинц1ц1улъинди', 1]
['кьонёх', 1]
['дордоррили', 1]
['бужубик1уни', 1]
['гьануренди', 1]
['кекьохин', 1]
['гигьидубдалъилагива', 1]
['вугъе', 1]
['г1исилак1уб', 1]
['ч1олалдуб', 1]
['гьеч1ассиба', 1]
['атабах', 1]
['мах1т1ив', 1]
['мух1амах1ажи', 1]
['кили-къин', 1]
['гьощуре', 1]
['-бад', 1]
['гьума', 1]
['гьинк1яре', 1]
['реххиларе', 1]
['гьумульа', 1]
['к1к1уме', 1]
['хьолъидубк1удуб', 1]
['кьонеду', 1]
['баг1арщал1и', 1]
['баг1арща', 1]
['пурц1уни', 1]
['минсабах', 1]
['мустах1икъисс', 1]
['гьумул', 1]
['жолакьир', 1]
['бигьедукьохин', 1]
['заманалъилауъусалибадла', 1]
['гамущибад', 1]
['гигьабе', 1]
['белъох', 1]
['ваг1арик1инала', 1]
['милчелид', 1]
['г1ерабил', 1]
['т1амираххин', 1]
['г1ерабад', 1]
['адуба', 1]
['белъасиникьибахин', 1]
['гилалирик1инаг', 1]
['хъор-хъоридуб', 1]
['зали', 1]
['рит1уб', 1]
['дуняллъила', 1]
['будаладилуб', 1]
['мак1акьидак1а', 1]
['вулире', 1]
['алдиби', 1]
['будалади', 1]
['бук1удак1акьибахин', 1]
['гилуб', 1]
['бук1алибахегьир', 1]
['вулилъил', 1]
['историялъид', 1]
['советскийлъилагиба', 1]
['болъигьагиба', 1]
['г1анчигьагиба', 1]
['лъаманлъабидубчи', 1]
['боудубчи', 1]
['нагорный', 1]
['дагестан', 1]
['бесал1е', 1]
['районди', 1]
['гьеку', 1]
['дуг1а-алх1ам', 1]
['рехъу', 1]
['садакъа', 1]
['хер', 1]
['гилалибах', 1]
['гилалирик1ина', 1]
['г1алданщуд', 1]
['советскийлъил', 1]
['бук1абахегьир', 1]
['районлъил', 1]
['х1а-', 1]
['ц1елув', 1]
['-паркъа', 1]
['ц1ц1ебелади', 1]
['микъаг1ала', 1]
['ч1оледе-кьибах', 1]
['бел1илдан', 1]
['г1исилар', 1]
['г1исилагиба', 1]
['гьалубах', 1]
['къот1алар', 1]
['т1упан', 1]
['хъебе', 1]
['балъибахе', 1]
['ч1олел', 1]
['къот1акьи', 1]
['реч1ч1егьини', 1]
['беххубахин', 1]
['борч1илида', 1]
['хъочалъила', 1]
['гьовги', 1]
['масаб', 1]
['вук1авах', 1]
['мина-къай', 1]
['реч1ч1ени', 1]
['пещералъини', 1]
['бигъолибах', 1]
['турутла', 1]
['культура-мультура', 1]
['зато', 1]
['мигъади', 1]
['г1ебсе', 1]
['цебла-цеблал', 1]
['милчелиб', 1]
['лъоре', 1]
['ц1акъуре', 1]
['эрек1ола', 1]
['г1еллъич1ба', 1]
['рахлъиба', 1]
['хал', 1]
['мисалдал', 1]
['инщуба', 1]
['л1ек1уни', 1]
['мукъищдакьи', 1]
['кехирах', 1]
['т1ири', 1]
['къолиг1удал', 1]
['къолиг1ул1и', 1]
['кел1игиба', 1]
['ханжарла', 1]
['бокьалел', 1]
['хьегини', 1]
['битонла', 1]
['бигьибахе', 1]
['щарил', 1]
['г1анзал', 1]
['бехьвабахе', 1]
['къамах', 1]
['г1есиб', 1]
['рикьил', 1]
['къами', 1]
['ц1ц1алибах', 1]
['бехьул1укъола', 1]
['закащублъич1', 1]
['берцинуб', 1]
['гьанил1и', 1]
['гьач1иникьибах', 1]
['насрудинщуб', 1]
['махсаралъил1е', 1]
['ишди', 1]
['рел1урехъоли', 1]
['г1акълулъил1ел', 1]
['г1адамади-лулъа', 1]
['кант1иледу', 1]
['ц1ц1ещугьар', 1]
['вунъал1ув', 1]
['вунщдохин', 1]
['зарда', 1]
['вущдох', 1]
['г1абабай', 1]
['кьанибик1уни', 1]
['ваг1охе', 1]
['кавулар', 1]
['ваг1илда', 1]
['къуцалох', 1]
['къуцаливахин', 1]
['сала-каламла', 1]
['алейкум', 1]
['джамаат', 1]
['туда-сюда', 1]
['лъаби-боуги', 1]
['метрад', 1]
['гьецев', 1]
['вохьящуб', 1]
['вугьарув', 1]
['къуцуливах', 1]
['кельа-', 1]
['баг1идукъола', 1]
['все', 1]
['равно', 1]
['мунщдедени', 1]
['х1амарила-', 1]
['х1амарилал', 1]
['мунщдибах', 1]
['мунъул1а', 1]
['бихьирик1инаг', 1]
['-г1а-ба-ба-бай-', 1]
['гьинк1ях1ав', 1]
['эгу-', 1]
['х1айванлъила', 1]
['кьинибик1уни', 1]
['вудицебе', 1]
['дандилуд', 1]
['бахьикъосди', 1]
['гьабе-', 1]
['кьонукъол1и', 1]
['кулувла', 1]
['ц1ебеладилугьар', 1]
['вохьящулар', 1]
['-анлъучик1уни', 1]
['-чубк1уни', 1]
['-чубич1ала', 1]
['г1еб', 1]
['къораг1абла', 1]
['бит1убигил', 1]
['гигьасиби', 1]
['бижалисги', 1]
['имабилуреги', 1]
['г1адатибал', 1]
['г1адатиби', 1]
['г1адатибал1и', 1]
['рухьудак1а', 1]
['бухири', 1]
['микъаг1алири', 1]
['ихьу', 1]
['бессири', 1]
['г1адлу-бах', 1]
['г1адлулъил1е', 1]
['гиду', 1]
['гигьубехъоли', 1]
['вахьи', 1]
['вахьия', 1]
['гьагибе', 1]
['ургъиду', 1]
['эк1алъин', 1]
['ищду-инл1иги', 1]
['мигъади-г1ебссел', 1]
['хант1их', 1]
['хант1ихлъил', 1]
['ху-', 1]
['хант1ихла', 1]
['хунири', 1]
['этири', 1]
['кец1иц1ири', 1]
['мероприятие', 1]
['хинилк1уре', 1]
['гьанибадил', 1]
['ах1улирах', 1]
['бухирилъа', 1]
['гьанлъа', 1]
['гьани-г1унщилъила', 1]
['рехьинли', 1]
['байбихьи', 1]
['кекьубдан', 1]
['гьа-', 1]
['дибирщуд', 1]
['дуг1а-алх1амла', 1]
['сарухигил', 1]
['гьобкъолагил', 1]
['г1адамид', 1]
['махил1у', 1]
['к1онкьа', 1]
['бел', 1]
['бигьув', 1]
['наказать', 1]
['г1адлулъил', 1]
['пуланис', 1]
['букъирик1инала', 1]
['мигъил1ир', 1]
['г1ак1ади', 1]
['гьанигьулагиба', 1]
['зилагиба', 1]
['хьонилагиба', 1]
['х1айванлъилагиба', 1]
['къадар', 1]
['х1албахъинлъил', 1]
['къанаг1атуб', 1]
['ихьулилъал', 1]
['белалибах', 1]
['жив-жив', 1]
['хьонабалъа', 1]
['чахъудалъа', 1]
['кьардуре', 1]
['цебе-цебелалъила', 1]
['инщу-инщуб', 1]
['адувах', 1]
['вохьен', 1]
['бахалёх', 1]
['-щулъа', 1]
['наказание', 1]
['гигьич1ибах', 1]
['этарилла', 1]
['этакьибахин', 1]
['гьарч1у', 1]
['ах1уливах', 1]
['г1ак1алъила', 1]
['абизательно', 1]
['вугидула', 1]
['хъащда', 1]
['нича', 1]
['ничал', 1]
['гьурдил', 1]
['гъабеду', 1]
['вущула', 1]
['гьанигьулъа', 1]
['гьанигьа-кьедирлъила', 1]
['т1еледу', 1]
['рельуд', 1]
['т1елигинил', 1]
['харъ-', 1]
['бухаледу', 1]
['указание', 1]
['вубкъолагил', 1]
['биг1абигьир', 1]
['сайгидул', 1]
['партизан', 1]
['гьадидук1ин', 1]
['ищилар', 1]
['оспа', 1]
['болезнь', 1]
['гьад', 1]
['мах1т1имух1', 1]
['мух1амашапиг1щубалуч1', 1]
['ч1араг1абах', 1]
['къа', 1]
['бук1ачива', 1]
['ц1инуб', 1]
['бехьвачи', 1]
['елъидукъола', 1]
['тух', 1]
['тухумлъилагийа', 1]
['экьи', 1]
['белъидубе', 1]
['вудидулалъех', 1]
['илъиблъилагиба', 1]
['елъеду', 1]
['родной', 1]
['бич1ач1уб', 1]
['бечидабе', 1]
['бук1учива', 1]
['кулакадикьибах', 1]
['чами', 1]
['бечитабк1ола', 1]
['мах1мут1ибела', 1]
['чубе', 1]
['биг1е', 1]
['биг1идубе', 1]
['гьандих', 1]
['букъалубе', 1]
['гьанл1иг', 1]
['рег1илкъинлъиндил', 1]
['къот1их', 1]
['илъибе', 1]
['чачанлъиларчи', 1]
['рагъилъилчи', 1]
['гитлериба', 1]
['гитлериб', 1]
['чачанлъилар', 1]
['гьадикъол1и', 1]
['гитлерсабалъибахин', 1]
['кьидич1ик1алъин', 1]
['квалквал', 1]
['к1к1умахчи', 1]
['бил-аб', 1]
['рул-арилъидчи', 1]
['бехубе', 1]
['г1адамадилулалъибах', 1]
['гьедахгил', 1]
['гигьукъолъи', 1]
